[ID],Ammunition,EffectTag,SalvoStockIndex,SalvoStockIndex_ForInterface,TirEnMouvement,TirContinu,AnimateOnlyOneSoldier
60902,89 : 80179 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
60903,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
60911,89 : 80184 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
60912,89 : 80185 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
60913,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
60915,89 : 80187 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
60916,89 : 80188 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
60917,89 : 77631 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
60918,89 : 78505 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
60929,89 : 78363 (True) - TAmmunition,weapon_effet_tag1,null,null,null,True,null
60931,89 : 79518 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
60932,89 : 79519 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
60933,89 : 80197 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
60934,89 : 80198 (True) - TAmmunition,weapon_effet_tag4,2,2,null,True,True
60945,89 : 80206 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
60946,89 : 80207 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
60947,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
60955,89 : 80212 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
60956,89 : 80213 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
60964,89 : 80218 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
60965,89 : 80219 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
60975,89 : 78495 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
60976,89 : 78496 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
60977,89 : 80225 (True) - TAmmunition,weapon_effet_tag4,2,2,null,True,True
60982,89 : 80230 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
60983,89 : 80231 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
60984,89 : 80232 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
60985,89 : 79521 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
60990,89 : 79779 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
60991,89 : 79950 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
60992,89 : 79951 (True) - TAmmunition,weapon_effet_tag4,2,2,null,True,True
60997,89 : 80241 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
60998,89 : 80242 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
60999,89 : 79374 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61000,89 : 79177 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61005,89 : 78897 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61006,89 : 78898 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61007,89 : 80247 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61012,89 : 79562 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61013,89 : 79563 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61014,89 : 80252 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61019,89 : 78897 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61020,89 : 78898 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61021,89 : 80252 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61026,89 : 80261 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61027,89 : 80262 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61028,89 : 80263 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61029,89 : 79225 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61034,89 : 80268 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61035,89 : 80269 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61036,89 : 77376 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61037,89 : 80069 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61048,89 : 78837 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61049,89 : 78838 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61050,89 : 77220 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61058,89 : 80281 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61059,89 : 80282 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61060,89 : 77220 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61068,89 : 80287 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61069,89 : 80288 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61070,89 : 80289 (True) - TAmmunition,weapon_effet_tag4,2,2,null,null,null
61071,89 : 77220 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61080,89 : 78845 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61081,89 : 78846 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61082,89 : 77283 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61090,89 : 78845 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61091,89 : 78846 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61092,89 : 77283 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61100,89 : 80302 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61101,89 : 80303 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61102,89 : 77283 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61113,89 : 80308 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61114,89 : 80309 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61115,89 : 77283 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61125,89 : 80316 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61128,89 : 80318 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61129,89 : 80319 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61130,89 : 77376 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61131,89 : 80320 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61136,89 : 80325 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61137,89 : 80326 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61138,89 : 80327 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61139,89 : 80320 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61150,89 : 80004 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61151,89 : 80005 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61159,89 : 79901 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61174,89 : 80347 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61183,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61193,89 : 80358 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61196,89 : 77637 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61197,89 : 77638 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61198,89 : 80360 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61203,89 : 77772 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61204,89 : 77773 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61205,89 : 77684 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61210,89 : 77772 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61211,89 : 77773 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61212,89 : 78432 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61217,89 : 77772 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61218,89 : 77773 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61219,89 : 79513 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61230,89 : 80104 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61239,89 : 80384 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61247,89 : 80389 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61248,89 : 80390 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61257,89 : 80396 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61265,89 : 77718 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61266,89 : 77719 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
61267,89 : 77720 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61275,89 : 77718 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61276,89 : 77719 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
61277,89 : 77720 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61285,89 : 80408 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61294,89 : 77720 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61302,89 : 80048 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61303,89 : 80049 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61304,89 : 77720 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61312,89 : 80421 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61314,89 : 80423 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61315,89 : 80424 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61316,89 : 79209 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61321,89 : 78495 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61322,89 : 78496 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61323,89 : 80429 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61337,89 : 79434 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61338,89 : 77710 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,True
61346,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61347,89 : 77710 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,True
61349,89 : 80443 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61350,89 : 80444 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61351,89 : 80445 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61352,89 : 79209 (True) - TAmmunition,weapon_effet_tag4,2,2,null,null,True
61363,89 : 80452 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61374,89 : 77473 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61375,89 : 77487 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,True
61376,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,2,2,True,True,True
61384,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61392,89 : 79434 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61393,89 : 77487 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,True
61401,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61409,89 : 78565 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61410,89 : 77487 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,True
61411,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,2,2,True,True,True
61419,89 : 80048 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61420,89 : 80049 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61421,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61445,89 : 80491 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61446,89 : 80492 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61447,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61450,89 : 79234 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61451,89 : 79235 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61452,89 : 77368 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61453,89 : 77369 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61458,89 : 79234 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61459,89 : 79235 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61460,89 : 78594 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61461,89 : 77624 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61466,89 : 80503 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61467,89 : 80504 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61468,89 : 80505 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61469,89 : 79126 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61474,89 : 80241 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61475,89 : 80242 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61476,89 : 80510 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61477,89 : 79177 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61488,89 : 80518 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61489,89 : 80519 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61498,89 : 80524 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61499,89 : 80525 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61500,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61509,89 : 80524 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61510,89 : 80525 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61511,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61519,89 : 80534 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61520,89 : 80535 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61521,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61529,89 : 80540 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61530,89 : 80541 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61531,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61540,89 : 78798 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61541,89 : 78799 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61542,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61551,89 : 80550 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61552,89 : 80551 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61553,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61562,89 : 80556 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61563,89 : 80557 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61564,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61574,89 : 80562 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61575,89 : 80541 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61576,89 : 77473 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61584,89 : 80524 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61585,89 : 80525 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61586,89 : 77473 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61594,89 : 80524 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61595,89 : 80525 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61596,89 : 77473 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61604,89 : 80562 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61605,89 : 80541 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61606,89 : 77473 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61614,89 : 80550 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61615,89 : 80551 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61616,89 : 77473 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61625,89 : 80584 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61626,89 : 80557 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61627,89 : 77473 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61635,89 : 80589 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61636,89 : 80590 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61637,89 : 77473 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61646,89 : 80596 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61647,89 : 80541 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61648,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61656,89 : 80596 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61657,89 : 80541 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61658,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61666,89 : 80605 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61667,89 : 80541 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61668,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61677,89 : 80610 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61678,89 : 80611 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61679,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61688,89 : 80534 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61689,89 : 80535 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61690,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61698,89 : 80620 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61699,89 : 80519 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61700,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61708,89 : 80589 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61709,89 : 80590 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61710,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61718,89 : 80524 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61719,89 : 80525 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61720,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61728,89 : 80524 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61729,89 : 80525 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61730,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61738,89 : 80540 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61739,89 : 80541 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61740,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61748,89 : 80534 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61749,89 : 80535 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61750,89 : 77710 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61752,89 : 80642 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61753,89 : 80643 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61754,89 : 77376 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61755,89 : 79389 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61760,89 : 80642 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61761,89 : 80643 (True) - TAmmunition,weapon_effet_tag3,null,null,True,null,null
61762,89 : 77691 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
61763,89 : 79389 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
61775,89 : 80656 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61776,89 : 80657 (True) - TAmmunition,weapon_effet_tag2,null,null,True,null,null
61777,89 : 80658 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61788,89 : 80665 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61789,89 : 80666 (True) - TAmmunition,weapon_effet_tag2,null,null,True,True,null
61799,89 : 80674 (True) - TAmmunition,weapon_effet_tag1,null,null,null,True,null
61807,89 : 77679 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61808,89 : 78468 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,True
61816,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61825,89 : 80688 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61833,89 : 79434 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
61841,89 : 80038 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61842,89 : 80039 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61843,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61852,89 : 80701 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61853,89 : 80702 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61854,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61862,89 : 80038 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61863,89 : 80039 (True) - TAmmunition,weapon_effet_tag3,null,null,null,null,null
61864,89 : 77487 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,True
61872,89 : 80082 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61873,89 : 80083 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61881,89 : 80715 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61882,89 : 80716 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61883,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61891,89 : 80721 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61892,89 : 80722 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61893,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61902,89 : 80726 (True) - TAmmunition,weapon_effet_tag1,null,null,True,null,null
61911,89 : 80088 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61912,89 : 80089 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61913,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61922,89 : 80735 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61923,89 : 80736 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61924,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61932,89 : 80735 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61933,89 : 80736 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61934,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61942,89 : 80088 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61943,89 : 80089 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61944,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61952,89 : 79143 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61953,89 : 79144 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61954,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61962,89 : 80721 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61963,89 : 80722 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61964,89 : 78800 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61972,89 : 80088 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61973,89 : 80089 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61974,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61982,89 : 80735 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61983,89 : 80736 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61984,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
61993,89 : 80766 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
61994,89 : 80767 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
61995,89 : 80768 (True) - TAmmunition,weapon_effet_tag3,1,1,null,null,null
61996,89 : 77487 (True) - TAmmunition,weapon_effet_tag4,2,2,True,True,True
62004,89 : 80721 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
62005,89 : 80722 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
62006,89 : 77487 (True) - TAmmunition,weapon_effet_tag3,1,1,True,True,True
62014,89 : 80212 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
62015,89 : 80213 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
62023,89 : 80212 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
62024,89 : 80213 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
62032,89 : 80212 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
62033,89 : 80213 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
62041,89 : 80212 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
62042,89 : 80213 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
62050,89 : 80094 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
62051,89 : 80095 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
62059,89 : 80094 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
62060,89 : 80095 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
62068,89 : 80094 (True) - TAmmunition,weapon_effet_tag1,null,null,null,null,null
62069,89 : 80095 (True) - TAmmunition,weapon_effet_tag2,null,null,null,null,null
62077,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
62085,89 : 78523 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
62093,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
62094,89 : 78938 (True) - TAmmunition,weapon_effet_tag2,1,1,True,True,True
62102,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
62110,89 : 77487 (True) - TAmmunition,weapon_effet_tag1,null,null,True,True,null
62111,89 : 79580 (True) - TAmmunition,weapon_effet_tag2,1,1,null,null,True
