[ID],NbFX,MountedWeaponDescriptorList,TargetPositionPhysicalPropertyName,FlyingTimeAndHitPhysicalPropertyName
51769,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
51774,1,Collection[2],null,null
51775,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
51780,1,Collection[2],null,null
51781,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
51786,1,Collection[2],null,null
51787,1,Collection[1],TargetPositionTurret2,FlyingTimeAndHit2
51792,1,Collection[2],null,null
51793,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
51798,1,Collection[2],null,null
51799,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
51804,1,Collection[2],null,null
51805,1,Collection[2],null,null
51885,1,Collection[2],null,null
51886,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
51946,1,Collection[2],null,null
51947,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
51964,1,Collection[2],null,null
51965,1,Collection[2],null,null
51970,1,Collection[2],null,null
51971,1,Collection[2],null,null
51976,1,Collection[2],null,null
51977,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
51982,1,Collection[2],null,null
51983,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
51988,1,Collection[2],null,null
51989,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
52016,1,Collection[2],null,null
52017,1,Collection[2],TargetPositionTurret2,FlyingTimeAndHit2
52184,1,Collection[2],null,null
52185,1,Collection[1],null,null
52212,1,Collection[2],null,null
52213,1,Collection[1],null,null
52218,1,Collection[2],null,null
52219,1,Collection[1],null,null
