[ID],NbFX,MountedWeaponDescriptorList,Tag,TagIndex,AngleRotationMax,AngleRotationMinPitch,AngleRotationMaxPitch,TargetPositionPhysicalPropertyName,FlyingTimeAndHitPhysicalPropertyName,OwnerTurnHisChassisVerticallyToAttack
51745,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51746,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51747,2,Collection[1],tourelle3,3,0.1745329,-0.1745329,0.1745329,null,null,True
51753,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51754,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51755,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51761,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51762,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51763,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51769,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51770,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51771,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51777,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51779,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51785,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51786,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51787,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51793,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51794,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51795,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51801,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51802,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51803,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51809,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51811,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51817,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51818,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51819,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51825,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51827,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51833,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51834,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51835,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51841,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51842,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51848,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51850,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51856,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51857,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51858,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51864,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51865,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51866,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51872,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51873,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51874,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51880,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51882,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51888,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51889,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51890,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51896,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51897,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51898,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51904,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51905,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51906,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51912,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51913,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51919,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51920,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51926,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51928,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51934,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51935,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51936,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51942,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51943,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51944,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51950,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51951,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51952,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51958,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51971,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51972,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51973,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51979,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51980,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51987,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51988,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51989,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
51995,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
51996,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
51997,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52003,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52004,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52005,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52011,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52012,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52018,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52019,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52020,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52026,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52027,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52033,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52034,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52035,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52041,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52042,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52049,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52055,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52056,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52062,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52063,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52064,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52070,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52077,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52078,2,Collection[1],tourelle3,3,0.2792527,-0.08726646,0.1396263,TargetPositionTurret3,FlyingTimeAndHit3,True
52085,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52086,2,Collection[1],tourelle3,3,0.2792527,-0.08726646,0.1396263,null,null,True
52092,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52093,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52099,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52100,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
52106,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52113,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52114,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
52120,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52122,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52128,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52129,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52130,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52136,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52137,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52138,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52144,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52145,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52146,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52152,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52153,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52154,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52166,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52173,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52174,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
52175,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52181,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52183,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52189,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52190,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52191,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52197,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52199,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52205,1,Collection[2],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52213,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52214,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
52215,2,Collection[1],tourelle3,3,0.2792527,-0.1396263,0.1396263,null,null,True
52221,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52222,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52223,2,Collection[1],tourelle3,3,0.2792527,-0.1396263,0.1396263,null,null,True
52229,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52236,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52237,2,Collection[1],tourelle3,3,0.2792527,-0.08726646,0.1396263,TargetPositionTurret3,FlyingTimeAndHit3,True
52238,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
52244,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52245,2,Collection[1],tourelle3,3,0.2792527,-0.08726646,0.1396263,TargetPositionTurret3,FlyingTimeAndHit3,True
52252,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52259,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52260,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
52261,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52267,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52268,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52269,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52275,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52276,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52282,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52283,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52289,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52291,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52297,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52299,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52305,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52306,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52307,2,Collection[1],tourelle3,3,2.094395,-1.047198,1.047198,null,null,True
52313,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52314,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52315,2,Collection[1],tourelle3,3,2.094395,-1.047198,1.047198,null,null,True
52321,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52322,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52323,2,Collection[1],tourelle3,3,2.094395,-1.047198,1.047198,null,null,True
52329,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52330,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52336,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52343,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52344,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52350,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52351,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52357,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52364,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52371,3,Collection[2],tourelle1,1,0.2792527,-0.08726646,0.1396263,null,null,True
52376,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52377,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52383,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52391,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52392,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52393,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52399,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52400,2,Collection[1],tourelle2,2,2.094395,-1.047198,1.047198,null,null,True
52401,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52407,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52408,2,Collection[1],tourelle2,2,2.094395,-1.047198,1.047198,null,null,True
52409,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52427,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52429,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52441,2,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52448,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52450,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52456,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52457,2,Collection[1],tourelle3,3,0.2792527,-0.08726646,0.1396263,TargetPositionTurret3,FlyingTimeAndHit3,True
52458,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
52470,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52471,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52477,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52478,2,Collection[1],tourelle3,3,0.2792527,-0.1396263,0.1396263,null,null,True
52484,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52485,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52486,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52492,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52493,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52494,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52500,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52501,2,Collection[1],tourelle2,2,2.094395,-1.047198,1.047198,null,null,True
52502,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52508,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52509,2,Collection[1],tourelle3,3,0.2792527,-0.08726646,0.1396263,TargetPositionTurret3,FlyingTimeAndHit3,True
52516,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52517,2,Collection[1],tourelle3,3,0.2792527,-0.08726646,0.1396263,TargetPositionTurret3,FlyingTimeAndHit3,True
52524,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52530,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52531,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52532,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52538,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52539,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52545,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52546,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52552,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52553,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52554,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52560,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52561,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
52567,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52568,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
52569,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52575,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52582,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52583,2,Collection[1],tourelle2,2,0.2792527,-0.1396263,0.1396263,null,null,True
52584,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52596,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52597,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52598,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52604,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52605,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52606,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52612,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52619,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52620,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52621,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52627,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52628,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52634,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52635,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52636,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52642,1,Collection[1],tourelle1,1,0.2792527,-0.08726646,0.1396263,TargetPositionTurret1,FlyingTimeAndHit1,True
52643,2,Collection[1],tourelle2,2,2.094395,-1.047198,1.047198,null,null,True
52655,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
52656,2,Collection[1],tourelle3,3,1.396263,-0.5235988,0.5235988,null,null,True
52668,2,Collection[1],tourelle2,2,1.396263,-0.5235988,0.5235988,null,null,True
