[ID],ControllerName,Selection,Default,_ShortDatabaseName,InitStage
22193,WeaponManagerController,Collection[1],103 : 34267 (True) - TWeaponManagerModuleDescriptor,null,null
22194,GroupeCombatController,Collection[1],115 : 34268 (False) - TGroupeCombatModuleDescriptor,null,null
22198,TypeUnitController,Collection[2],96 : 34270 (False) - TTypeUnitModuleDescriptor,null,null
22199,CompanyUnitController,Collection[1],101 : 34271 (False) - TCompanyUnitModuleDescriptor,null,null
22200,WeaponManagerController,Collection[1],103 : 34272 (True) - TWeaponManagerModuleDescriptor,null,null
22201,GroupeCombatController,Collection[1],115 : 34273 (False) - TGroupeCombatModuleDescriptor,null,null
22205,TypeUnitController,Collection[2],96 : 34275 (False) - TTypeUnitModuleDescriptor,null,null
22206,CompanyUnitController,Collection[1],101 : 34276 (False) - TCompanyUnitModuleDescriptor,null,null
22208,WeaponManagerController,Collection[1],103 : 34278 (True) - TWeaponManagerModuleDescriptor,null,null
22209,DamageController,Collection[1],104 : 34279 (False) - TModernWarfareDamageModuleDescriptor,null,null
22211,TypeUnitController,Collection[2],96 : 34281 (False) - TTypeUnitModuleDescriptor,null,null
22212,CompanyUnitController,Collection[1],101 : 34282 (False) - TCompanyUnitModuleDescriptor,null,null
22214,WeaponManagerController,Collection[1],103 : 34284 (True) - TWeaponManagerModuleDescriptor,null,null
22215,DamageController,Collection[1],104 : 34285 (False) - TModernWarfareDamageModuleDescriptor,null,null
22217,TypeUnitController,Collection[2],96 : 34287 (False) - TTypeUnitModuleDescriptor,null,null
22218,CompanyUnitController,Collection[1],101 : 34288 (False) - TCompanyUnitModuleDescriptor,null,null
22220,WeaponManagerController,Collection[1],103 : 34290 (True) - TWeaponManagerModuleDescriptor,null,null
22222,TypeUnitController,Collection[2],96 : 34292 (False) - TTypeUnitModuleDescriptor,null,null
22223,CompanyUnitController,Collection[1],101 : 34293 (False) - TCompanyUnitModuleDescriptor,null,null
22225,WeaponManagerController,Collection[1],103 : 34295 (True) - TWeaponManagerModuleDescriptor,null,null
22227,TypeUnitController,Collection[2],96 : 34297 (False) - TTypeUnitModuleDescriptor,null,null
22228,CompanyUnitController,Collection[1],101 : 34298 (False) - TCompanyUnitModuleDescriptor,null,null
22230,WeaponManagerController,Collection[1],103 : 34300 (True) - TWeaponManagerModuleDescriptor,null,null
22231,DamageController,Collection[1],104 : 34301 (False) - TModernWarfareDamageModuleDescriptor,null,null
22233,TypeUnitController,Collection[2],96 : 34303 (False) - TTypeUnitModuleDescriptor,null,null
22234,CompanyUnitController,Collection[1],101 : 34304 (False) - TCompanyUnitModuleDescriptor,null,null
22236,WeaponManagerController,Collection[1],103 : 34306 (True) - TWeaponManagerModuleDescriptor,null,null
22237,DamageController,Collection[1],104 : 34307 (False) - TModernWarfareDamageModuleDescriptor,null,null
22239,TypeUnitController,Collection[2],96 : 34309 (False) - TTypeUnitModuleDescriptor,null,null
22240,CompanyUnitController,Collection[1],101 : 34310 (False) - TCompanyUnitModuleDescriptor,null,null
22242,WeaponManagerController,Collection[1],103 : 34312 (True) - TWeaponManagerModuleDescriptor,null,null
22243,DamageController,Collection[1],104 : 34313 (False) - TModernWarfareDamageModuleDescriptor,null,null
22245,TypeUnitController,Collection[2],96 : 34315 (False) - TTypeUnitModuleDescriptor,null,null
22246,CompanyUnitController,Collection[1],101 : 34316 (False) - TCompanyUnitModuleDescriptor,null,null
22248,WeaponManagerController,Collection[1],103 : 34318 (True) - TWeaponManagerModuleDescriptor,null,null
22249,DamageController,Collection[1],104 : 34319 (False) - TModernWarfareDamageModuleDescriptor,null,null
22251,TypeUnitController,Collection[2],96 : 34321 (False) - TTypeUnitModuleDescriptor,null,null
22252,CompanyUnitController,Collection[1],101 : 34322 (False) - TCompanyUnitModuleDescriptor,null,null
22254,WeaponManagerController,Collection[1],103 : 34324 (True) - TWeaponManagerModuleDescriptor,null,null
22256,TypeUnitController,Collection[2],96 : 34326 (False) - TTypeUnitModuleDescriptor,null,null
22257,CompanyUnitController,Collection[1],101 : 34327 (False) - TCompanyUnitModuleDescriptor,null,null
22259,WeaponManagerController,Collection[1],103 : 34329 (True) - TWeaponManagerModuleDescriptor,null,null
22261,TypeUnitController,Collection[2],96 : 34331 (False) - TTypeUnitModuleDescriptor,null,null
22262,CompanyUnitController,Collection[1],101 : 34332 (False) - TCompanyUnitModuleDescriptor,null,null
22264,WeaponManagerController,Collection[1],103 : 34334 (True) - TWeaponManagerModuleDescriptor,null,null
22266,TypeUnitController,Collection[2],96 : 34336 (False) - TTypeUnitModuleDescriptor,null,null
22267,CompanyUnitController,Collection[1],101 : 34337 (False) - TCompanyUnitModuleDescriptor,null,null
22269,WeaponManagerController,Collection[1],103 : 34339 (True) - TWeaponManagerModuleDescriptor,null,null
22271,TypeUnitController,Collection[2],96 : 34341 (False) - TTypeUnitModuleDescriptor,null,null
22272,CompanyUnitController,Collection[1],101 : 34342 (False) - TCompanyUnitModuleDescriptor,null,null
22274,WeaponManagerController,Collection[1],103 : 34344 (True) - TWeaponManagerModuleDescriptor,null,null
22276,TypeUnitController,Collection[2],96 : 34346 (False) - TTypeUnitModuleDescriptor,null,null
22277,CompanyUnitController,Collection[1],101 : 34347 (False) - TCompanyUnitModuleDescriptor,null,null
22279,WeaponManagerController,Collection[1],103 : 34349 (True) - TWeaponManagerModuleDescriptor,null,null
22281,TypeUnitController,Collection[2],96 : 34351 (False) - TTypeUnitModuleDescriptor,null,null
22282,CompanyUnitController,Collection[1],101 : 34352 (False) - TCompanyUnitModuleDescriptor,null,null
22284,WeaponManagerController,Collection[1],103 : 34354 (True) - TWeaponManagerModuleDescriptor,null,null
22285,DamageController,Collection[1],104 : 34355 (False) - TModernWarfareDamageModuleDescriptor,null,null
22287,TypeUnitController,Collection[2],96 : 34357 (False) - TTypeUnitModuleDescriptor,null,null
22288,CompanyUnitController,Collection[1],101 : 34358 (False) - TCompanyUnitModuleDescriptor,null,null
22290,WeaponManagerController,Collection[1],103 : 34360 (True) - TWeaponManagerModuleDescriptor,null,null
22292,TypeUnitController,Collection[2],96 : 34362 (False) - TTypeUnitModuleDescriptor,null,null
22293,CompanyUnitController,Collection[1],101 : 34363 (False) - TCompanyUnitModuleDescriptor,null,null
22295,WeaponManagerController,Collection[1],103 : 34365 (True) - TWeaponManagerModuleDescriptor,null,null
22297,TypeUnitController,Collection[2],96 : 34367 (False) - TTypeUnitModuleDescriptor,null,null
22298,CompanyUnitController,Collection[1],101 : 34368 (False) - TCompanyUnitModuleDescriptor,null,null
22300,WeaponManagerController,Collection[1],103 : 34370 (True) - TWeaponManagerModuleDescriptor,null,null
22301,DamageController,Collection[1],104 : 34371 (False) - TModernWarfareDamageModuleDescriptor,null,null
22303,TypeUnitController,Collection[2],96 : 34373 (False) - TTypeUnitModuleDescriptor,null,null
22304,CompanyUnitController,Collection[1],101 : 34374 (False) - TCompanyUnitModuleDescriptor,null,null
22306,WeaponManagerController,Collection[1],103 : 34376 (True) - TWeaponManagerModuleDescriptor,null,null
22307,DamageController,Collection[1],104 : 34377 (False) - TModernWarfareDamageModuleDescriptor,null,null
22309,TypeUnitController,Collection[2],96 : 34379 (False) - TTypeUnitModuleDescriptor,null,null
22310,CompanyUnitController,Collection[1],101 : 34380 (False) - TCompanyUnitModuleDescriptor,null,null
22312,WeaponManagerController,Collection[1],103 : 34382 (True) - TWeaponManagerModuleDescriptor,null,null
22314,TypeUnitController,Collection[2],96 : 34384 (False) - TTypeUnitModuleDescriptor,null,null
22315,CompanyUnitController,Collection[1],101 : 34385 (False) - TCompanyUnitModuleDescriptor,null,null
22317,WeaponManagerController,Collection[1],103 : 34387 (True) - TWeaponManagerModuleDescriptor,null,null
22319,TypeUnitController,Collection[2],96 : 34389 (False) - TTypeUnitModuleDescriptor,null,null
22320,CompanyUnitController,Collection[1],101 : 34390 (False) - TCompanyUnitModuleDescriptor,null,null
22322,WeaponManagerController,Collection[1],103 : 34392 (True) - TWeaponManagerModuleDescriptor,null,null
22324,TypeUnitController,Collection[2],96 : 34394 (False) - TTypeUnitModuleDescriptor,null,null
22325,CompanyUnitController,Collection[1],101 : 34395 (False) - TCompanyUnitModuleDescriptor,null,null
22327,WeaponManagerController,Collection[1],103 : 34397 (True) - TWeaponManagerModuleDescriptor,null,null
22329,TypeUnitController,Collection[2],96 : 34399 (False) - TTypeUnitModuleDescriptor,null,null
22330,CompanyUnitController,Collection[1],101 : 34400 (False) - TCompanyUnitModuleDescriptor,null,null
22332,WeaponManagerController,Collection[1],103 : 34402 (True) - TWeaponManagerModuleDescriptor,null,null
22334,TypeUnitController,Collection[2],96 : 34404 (False) - TTypeUnitModuleDescriptor,null,null
22335,CompanyUnitController,Collection[1],101 : 34405 (False) - TCompanyUnitModuleDescriptor,null,null
22337,WeaponManagerController,Collection[1],103 : 34407 (True) - TWeaponManagerModuleDescriptor,null,null
22339,TypeUnitController,Collection[2],96 : 34409 (False) - TTypeUnitModuleDescriptor,null,null
22340,CompanyUnitController,Collection[1],101 : 34410 (False) - TCompanyUnitModuleDescriptor,null,null
22342,WeaponManagerController,Collection[1],103 : 34412 (True) - TWeaponManagerModuleDescriptor,null,null
22344,TypeUnitController,Collection[2],96 : 34414 (False) - TTypeUnitModuleDescriptor,null,null
22345,CompanyUnitController,Collection[1],101 : 34415 (False) - TCompanyUnitModuleDescriptor,null,null
22346,WeaponManagerController,Collection[1],103 : 34416 (True) - TWeaponManagerModuleDescriptor,null,null
22347,GroupeCombatController,Collection[1],115 : 34417 (False) - TGroupeCombatModuleDescriptor,null,null
22350,TypeUnitController,Collection[2],96 : 34419 (False) - TTypeUnitModuleDescriptor,null,null
22351,CompanyUnitController,Collection[1],101 : 34420 (False) - TCompanyUnitModuleDescriptor,null,null
22352,WeaponManagerController,Collection[1],103 : 34421 (True) - TWeaponManagerModuleDescriptor,null,null
22353,GroupeCombatController,Collection[1],115 : 34422 (False) - TGroupeCombatModuleDescriptor,null,null
22356,TypeUnitController,Collection[2],96 : 34424 (False) - TTypeUnitModuleDescriptor,null,null
22357,CompanyUnitController,Collection[1],101 : 34425 (False) - TCompanyUnitModuleDescriptor,null,null
22359,WeaponManagerController,Collection[1],103 : 34427 (True) - TWeaponManagerModuleDescriptor,null,null
22361,TypeUnitController,Collection[2],96 : 34429 (False) - TTypeUnitModuleDescriptor,null,null
22362,CompanyUnitController,Collection[1],101 : 34430 (False) - TCompanyUnitModuleDescriptor,null,null
22364,WeaponManagerController,Collection[1],103 : 34432 (True) - TWeaponManagerModuleDescriptor,null,null
22365,FuelController,Collection[1],107 : 34433 (False) - TFuelModuleDescriptor,null,null
22367,TypeUnitController,Collection[2],96 : 34435 (False) - TTypeUnitModuleDescriptor,null,null
22368,CompanyUnitController,Collection[1],101 : 34436 (False) - TCompanyUnitModuleDescriptor,null,null
22370,WeaponManagerController,Collection[1],103 : 34438 (True) - TWeaponManagerModuleDescriptor,null,null
22371,IAStratController,Collection[1],110 : 34439 (False) - TIAStratModuleDescriptor,null,2
22373,TypeUnitController,Collection[2],96 : 34441 (False) - TTypeUnitModuleDescriptor,null,null
22374,CompanyUnitController,Collection[1],101 : 34442 (False) - TCompanyUnitModuleDescriptor,null,null
22376,WeaponManagerController,Collection[1],103 : 34444 (True) - TWeaponManagerModuleDescriptor,null,null
22378,TypeUnitController,Collection[2],96 : 34446 (False) - TTypeUnitModuleDescriptor,null,null
22379,CompanyUnitController,Collection[1],101 : 34447 (False) - TCompanyUnitModuleDescriptor,null,null
22381,WeaponManagerController,Collection[1],103 : 34449 (True) - TWeaponManagerModuleDescriptor,null,null
22383,TypeUnitController,Collection[2],96 : 34451 (False) - TTypeUnitModuleDescriptor,null,null
22384,CompanyUnitController,Collection[1],101 : 34452 (False) - TCompanyUnitModuleDescriptor,null,null
22386,WeaponManagerController,Collection[1],103 : 34454 (True) - TWeaponManagerModuleDescriptor,null,null
22388,TypeUnitController,Collection[2],96 : 34456 (False) - TTypeUnitModuleDescriptor,null,null
22389,CompanyUnitController,Collection[1],101 : 34457 (False) - TCompanyUnitModuleDescriptor,null,null
22391,WeaponManagerController,Collection[1],103 : 34459 (True) - TWeaponManagerModuleDescriptor,null,null
22393,TypeUnitController,Collection[2],96 : 34461 (False) - TTypeUnitModuleDescriptor,null,null
22394,CompanyUnitController,Collection[1],101 : 34462 (False) - TCompanyUnitModuleDescriptor,null,null
22396,WeaponManagerController,Collection[1],103 : 34464 (True) - TWeaponManagerModuleDescriptor,null,null
22398,TypeUnitController,Collection[2],96 : 34466 (False) - TTypeUnitModuleDescriptor,null,null
22399,CompanyUnitController,Collection[1],101 : 34467 (False) - TCompanyUnitModuleDescriptor,null,null
22401,WeaponManagerController,Collection[1],103 : 34469 (True) - TWeaponManagerModuleDescriptor,null,null
22403,TypeUnitController,Collection[2],96 : 34471 (False) - TTypeUnitModuleDescriptor,null,null
22404,CompanyUnitController,Collection[1],101 : 34472 (False) - TCompanyUnitModuleDescriptor,null,null
22406,WeaponManagerController,Collection[1],103 : 34474 (True) - TWeaponManagerModuleDescriptor,null,null
22408,TypeUnitController,Collection[2],96 : 34476 (False) - TTypeUnitModuleDescriptor,null,null
22409,CompanyUnitController,Collection[1],101 : 34477 (False) - TCompanyUnitModuleDescriptor,null,null
22411,WeaponManagerController,Collection[1],103 : 34479 (True) - TWeaponManagerModuleDescriptor,null,null
22412,FuelController,Collection[1],107 : 34480 (False) - TFuelModuleDescriptor,null,null
22414,TypeUnitController,Collection[2],96 : 34482 (False) - TTypeUnitModuleDescriptor,null,null
22415,CompanyUnitController,Collection[1],101 : 34483 (False) - TCompanyUnitModuleDescriptor,null,null
22417,WeaponManagerController,Collection[1],103 : 34485 (True) - TWeaponManagerModuleDescriptor,null,null
22419,TypeUnitController,Collection[2],96 : 34487 (False) - TTypeUnitModuleDescriptor,null,null
22420,CompanyUnitController,Collection[1],101 : 34488 (False) - TCompanyUnitModuleDescriptor,null,null
22422,WeaponManagerController,Collection[1],103 : 34490 (True) - TWeaponManagerModuleDescriptor,null,null
22423,MissileCarriageController,Collection[1],114 : 34491 (False) - TMissileCarriageModuleDescriptor,null,null
22426,TypeUnitController,Collection[2],96 : 34494 (False) - TTypeUnitModuleDescriptor,null,null
22427,CompanyUnitController,Collection[1],101 : 34495 (False) - TCompanyUnitModuleDescriptor,null,null
22429,WeaponManagerController,Collection[1],103 : 34497 (True) - TWeaponManagerModuleDescriptor,null,null
22431,TypeUnitController,Collection[2],96 : 34499 (False) - TTypeUnitModuleDescriptor,null,null
22432,CompanyUnitController,Collection[1],101 : 34500 (False) - TCompanyUnitModuleDescriptor,null,null
22434,WeaponManagerController,Collection[1],103 : 34502 (True) - TWeaponManagerModuleDescriptor,null,null
22436,TypeUnitController,Collection[2],96 : 34504 (False) - TTypeUnitModuleDescriptor,null,null
22437,CompanyUnitController,Collection[1],101 : 34505 (False) - TCompanyUnitModuleDescriptor,null,null
22439,WeaponManagerController,Collection[1],103 : 34507 (True) - TWeaponManagerModuleDescriptor,null,null
22441,TypeUnitController,Collection[2],96 : 34509 (False) - TTypeUnitModuleDescriptor,null,null
22442,CompanyUnitController,Collection[1],101 : 34510 (False) - TCompanyUnitModuleDescriptor,null,null
22444,WeaponManagerController,Collection[1],103 : 34512 (True) - TWeaponManagerModuleDescriptor,null,null
22446,TypeUnitController,Collection[2],96 : 34514 (False) - TTypeUnitModuleDescriptor,null,null
22447,CompanyUnitController,Collection[1],101 : 34515 (False) - TCompanyUnitModuleDescriptor,null,null
22449,WeaponManagerController,Collection[1],103 : 34517 (True) - TWeaponManagerModuleDescriptor,null,null
22451,TypeUnitController,Collection[2],96 : 34519 (False) - TTypeUnitModuleDescriptor,null,null
22452,CompanyUnitController,Collection[1],101 : 34520 (False) - TCompanyUnitModuleDescriptor,null,null
22454,WeaponManagerController,Collection[1],103 : 34522 (True) - TWeaponManagerModuleDescriptor,null,null
22456,TypeUnitController,Collection[2],96 : 34524 (False) - TTypeUnitModuleDescriptor,null,null
22457,CompanyUnitController,Collection[1],101 : 34525 (False) - TCompanyUnitModuleDescriptor,null,null
22459,WeaponManagerController,Collection[1],103 : 34527 (True) - TWeaponManagerModuleDescriptor,null,null
22461,TypeUnitController,Collection[2],96 : 34529 (False) - TTypeUnitModuleDescriptor,null,null
22462,CompanyUnitController,Collection[1],101 : 34530 (False) - TCompanyUnitModuleDescriptor,null,null
22464,WeaponManagerController,Collection[1],103 : 34532 (True) - TWeaponManagerModuleDescriptor,null,null
22466,TypeUnitController,Collection[2],96 : 34534 (False) - TTypeUnitModuleDescriptor,null,null
22467,CompanyUnitController,Collection[1],101 : 34535 (False) - TCompanyUnitModuleDescriptor,null,null
22469,WeaponManagerController,Collection[1],103 : 34537 (True) - TWeaponManagerModuleDescriptor,null,null
22471,TypeUnitController,Collection[2],96 : 34539 (False) - TTypeUnitModuleDescriptor,null,null
22472,CompanyUnitController,Collection[1],101 : 34540 (False) - TCompanyUnitModuleDescriptor,null,null
22474,WeaponManagerController,Collection[1],103 : 34542 (True) - TWeaponManagerModuleDescriptor,null,null
22476,TypeUnitController,Collection[2],96 : 34544 (False) - TTypeUnitModuleDescriptor,null,null
22477,CompanyUnitController,Collection[1],101 : 34545 (False) - TCompanyUnitModuleDescriptor,null,null
22479,WeaponManagerController,Collection[1],103 : 34547 (True) - TWeaponManagerModuleDescriptor,null,null
22481,TypeUnitController,Collection[2],96 : 34549 (False) - TTypeUnitModuleDescriptor,null,null
22482,CompanyUnitController,Collection[1],101 : 34550 (False) - TCompanyUnitModuleDescriptor,null,null
22484,WeaponManagerController,Collection[1],103 : 34552 (True) - TWeaponManagerModuleDescriptor,null,null
22486,TypeUnitController,Collection[2],96 : 34554 (False) - TTypeUnitModuleDescriptor,null,null
22487,CompanyUnitController,Collection[1],101 : 34555 (False) - TCompanyUnitModuleDescriptor,null,null
22489,WeaponManagerController,Collection[1],103 : 34557 (True) - TWeaponManagerModuleDescriptor,null,null
22491,TypeUnitController,Collection[2],96 : 34559 (False) - TTypeUnitModuleDescriptor,null,null
22492,CompanyUnitController,Collection[1],101 : 34560 (False) - TCompanyUnitModuleDescriptor,null,null
22494,WeaponManagerController,Collection[1],103 : 34562 (True) - TWeaponManagerModuleDescriptor,null,null
22496,TypeUnitController,Collection[2],96 : 34564 (False) - TTypeUnitModuleDescriptor,null,null
22497,CompanyUnitController,Collection[1],101 : 34565 (False) - TCompanyUnitModuleDescriptor,null,null
22499,WeaponManagerController,Collection[1],103 : 34567 (True) - TWeaponManagerModuleDescriptor,null,null
22501,TypeUnitController,Collection[2],96 : 34569 (False) - TTypeUnitModuleDescriptor,null,null
22502,CompanyUnitController,Collection[1],101 : 34570 (False) - TCompanyUnitModuleDescriptor,null,null
22504,WeaponManagerController,Collection[1],103 : 34572 (True) - TWeaponManagerModuleDescriptor,null,null
22506,TypeUnitController,Collection[2],96 : 34574 (False) - TTypeUnitModuleDescriptor,null,null
22507,CompanyUnitController,Collection[1],101 : 34575 (False) - TCompanyUnitModuleDescriptor,null,null
22509,WeaponManagerController,Collection[1],103 : 34577 (True) - TWeaponManagerModuleDescriptor,null,null
22511,TypeUnitController,Collection[2],96 : 34579 (False) - TTypeUnitModuleDescriptor,null,null
22512,CompanyUnitController,Collection[1],101 : 34580 (False) - TCompanyUnitModuleDescriptor,null,null
22514,WeaponManagerController,Collection[1],103 : 34582 (True) - TWeaponManagerModuleDescriptor,null,null
22516,TypeUnitController,Collection[2],96 : 34584 (False) - TTypeUnitModuleDescriptor,null,null
22517,CompanyUnitController,Collection[1],101 : 34585 (False) - TCompanyUnitModuleDescriptor,null,null
22519,WeaponManagerController,Collection[1],103 : 34587 (True) - TWeaponManagerModuleDescriptor,null,null
22521,TypeUnitController,Collection[2],96 : 34589 (False) - TTypeUnitModuleDescriptor,null,null
22522,CompanyUnitController,Collection[1],101 : 34590 (False) - TCompanyUnitModuleDescriptor,null,null
22524,WeaponManagerController,Collection[1],103 : 34592 (True) - TWeaponManagerModuleDescriptor,null,null
22526,TypeUnitController,Collection[2],96 : 34594 (False) - TTypeUnitModuleDescriptor,null,null
22527,CompanyUnitController,Collection[1],101 : 34595 (False) - TCompanyUnitModuleDescriptor,null,null
22529,WeaponManagerController,Collection[1],103 : 34597 (True) - TWeaponManagerModuleDescriptor,null,null
22531,TypeUnitController,Collection[2],96 : 34599 (False) - TTypeUnitModuleDescriptor,null,null
22532,CompanyUnitController,Collection[1],101 : 34600 (False) - TCompanyUnitModuleDescriptor,null,null
22534,WeaponManagerController,Collection[1],103 : 34602 (True) - TWeaponManagerModuleDescriptor,null,null
22535,MissileCarriageController,Collection[1],114 : 34603 (False) - TMissileCarriageModuleDescriptor,null,null
22538,TypeUnitController,Collection[2],96 : 34606 (False) - TTypeUnitModuleDescriptor,null,null
22539,CompanyUnitController,Collection[1],101 : 34607 (False) - TCompanyUnitModuleDescriptor,null,null
22541,WeaponManagerController,Collection[1],103 : 34609 (True) - TWeaponManagerModuleDescriptor,null,null
22543,TypeUnitController,Collection[2],96 : 34611 (False) - TTypeUnitModuleDescriptor,null,null
22544,CompanyUnitController,Collection[1],101 : 34612 (False) - TCompanyUnitModuleDescriptor,null,null
22546,WeaponManagerController,Collection[1],103 : 34614 (True) - TWeaponManagerModuleDescriptor,null,null
22548,TypeUnitController,Collection[2],96 : 34616 (False) - TTypeUnitModuleDescriptor,null,null
22549,CompanyUnitController,Collection[1],101 : 34617 (False) - TCompanyUnitModuleDescriptor,null,null
22551,WeaponManagerController,Collection[1],103 : 34619 (True) - TWeaponManagerModuleDescriptor,null,null
22553,TypeUnitController,Collection[2],96 : 34621 (False) - TTypeUnitModuleDescriptor,null,null
22554,CompanyUnitController,Collection[1],101 : 34622 (False) - TCompanyUnitModuleDescriptor,null,null
22556,WeaponManagerController,Collection[1],103 : 34624 (True) - TWeaponManagerModuleDescriptor,null,null
22558,TypeUnitController,Collection[2],96 : 34626 (False) - TTypeUnitModuleDescriptor,null,null
22559,CompanyUnitController,Collection[1],101 : 34627 (False) - TCompanyUnitModuleDescriptor,null,null
22561,WeaponManagerController,Collection[1],103 : 34629 (True) - TWeaponManagerModuleDescriptor,null,null
22563,TypeUnitController,Collection[2],96 : 34631 (False) - TTypeUnitModuleDescriptor,null,null
22564,CompanyUnitController,Collection[1],101 : 34632 (False) - TCompanyUnitModuleDescriptor,null,null
22566,WeaponManagerController,Collection[1],103 : 34634 (True) - TWeaponManagerModuleDescriptor,null,null
22568,TypeUnitController,Collection[2],96 : 34636 (False) - TTypeUnitModuleDescriptor,null,null
22569,CompanyUnitController,Collection[1],101 : 34637 (False) - TCompanyUnitModuleDescriptor,null,null
22571,WeaponManagerController,Collection[1],103 : 34639 (True) - TWeaponManagerModuleDescriptor,null,null
22573,TypeUnitController,Collection[2],96 : 34641 (False) - TTypeUnitModuleDescriptor,null,null
22574,CompanyUnitController,Collection[1],101 : 34642 (False) - TCompanyUnitModuleDescriptor,null,null
22576,WeaponManagerController,Collection[1],103 : 34644 (True) - TWeaponManagerModuleDescriptor,null,null
22578,TypeUnitController,Collection[2],96 : 34646 (False) - TTypeUnitModuleDescriptor,null,null
22579,CompanyUnitController,Collection[1],101 : 34647 (False) - TCompanyUnitModuleDescriptor,null,null
22581,WeaponManagerController,Collection[1],103 : 34649 (True) - TWeaponManagerModuleDescriptor,null,null
22583,TypeUnitController,Collection[2],96 : 34651 (False) - TTypeUnitModuleDescriptor,null,null
22584,CompanyUnitController,Collection[1],101 : 34652 (False) - TCompanyUnitModuleDescriptor,null,null
22586,WeaponManagerController,Collection[1],103 : 34654 (True) - TWeaponManagerModuleDescriptor,null,null
22587,MissileCarriageController,Collection[1],114 : 34655 (False) - TMissileCarriageModuleDescriptor,null,null
22590,TypeUnitController,Collection[2],96 : 34658 (False) - TTypeUnitModuleDescriptor,null,null
22591,CompanyUnitController,Collection[1],101 : 34659 (False) - TCompanyUnitModuleDescriptor,null,null
22593,WeaponManagerController,Collection[1],103 : 34661 (True) - TWeaponManagerModuleDescriptor,null,null
22595,TypeUnitController,Collection[2],96 : 34663 (False) - TTypeUnitModuleDescriptor,null,null
22596,CompanyUnitController,Collection[1],101 : 34664 (False) - TCompanyUnitModuleDescriptor,null,null
22598,WeaponManagerController,Collection[1],103 : 34666 (True) - TWeaponManagerModuleDescriptor,null,null
22600,TypeUnitController,Collection[2],96 : 34668 (False) - TTypeUnitModuleDescriptor,null,null
22601,CompanyUnitController,Collection[1],101 : 34669 (False) - TCompanyUnitModuleDescriptor,null,null
22603,WeaponManagerController,Collection[1],103 : 34671 (True) - TWeaponManagerModuleDescriptor,null,null
22605,TypeUnitController,Collection[2],96 : 34673 (False) - TTypeUnitModuleDescriptor,null,null
22606,CompanyUnitController,Collection[1],101 : 34674 (False) - TCompanyUnitModuleDescriptor,null,null
22608,WeaponManagerController,Collection[1],103 : 34676 (True) - TWeaponManagerModuleDescriptor,null,null
22609,ScannerConfigurationController,Collection[1],108 : 34677 (False) - TScannerConfigurationDescriptor,null,null
22611,TypeUnitController,Collection[2],96 : 34679 (False) - TTypeUnitModuleDescriptor,null,null
22612,CompanyUnitController,Collection[1],101 : 34680 (False) - TCompanyUnitModuleDescriptor,null,null
22614,WeaponManagerController,Collection[1],103 : 34682 (True) - TWeaponManagerModuleDescriptor,null,null
22615,FuelController,Collection[1],107 : 34683 (False) - TFuelModuleDescriptor,null,null
22617,TypeUnitController,Collection[2],96 : 34685 (False) - TTypeUnitModuleDescriptor,null,null
22618,CompanyUnitController,Collection[1],101 : 34686 (False) - TCompanyUnitModuleDescriptor,null,null
22620,WeaponManagerController,Collection[1],103 : 34688 (True) - TWeaponManagerModuleDescriptor,null,null
22621,FuelController,Collection[1],107 : 34689 (False) - TFuelModuleDescriptor,null,null
22623,TypeUnitController,Collection[2],96 : 34691 (False) - TTypeUnitModuleDescriptor,null,null
22624,CompanyUnitController,Collection[1],101 : 34692 (False) - TCompanyUnitModuleDescriptor,null,null
22626,WeaponManagerController,Collection[1],103 : 34694 (True) - TWeaponManagerModuleDescriptor,null,null
22628,TypeUnitController,Collection[2],96 : 34696 (False) - TTypeUnitModuleDescriptor,null,null
22629,CompanyUnitController,Collection[1],101 : 34697 (False) - TCompanyUnitModuleDescriptor,null,null
22631,WeaponManagerController,Collection[1],103 : 34699 (True) - TWeaponManagerModuleDescriptor,null,null
22632,MissileCarriageController,Collection[1],114 : 34700 (False) - TMissileCarriageModuleDescriptor,null,null
22635,TypeUnitController,Collection[2],96 : 34703 (False) - TTypeUnitModuleDescriptor,null,null
22636,CompanyUnitController,Collection[1],101 : 34704 (False) - TCompanyUnitModuleDescriptor,null,null
22638,WeaponManagerController,Collection[1],103 : 34706 (True) - TWeaponManagerModuleDescriptor,null,null
22640,TypeUnitController,Collection[2],96 : 34708 (False) - TTypeUnitModuleDescriptor,null,null
22641,CompanyUnitController,Collection[1],101 : 34709 (False) - TCompanyUnitModuleDescriptor,null,null
22643,WeaponManagerController,Collection[1],103 : 34711 (True) - TWeaponManagerModuleDescriptor,null,null
22645,TypeUnitController,Collection[2],96 : 34713 (False) - TTypeUnitModuleDescriptor,null,null
22646,CompanyUnitController,Collection[1],101 : 34714 (False) - TCompanyUnitModuleDescriptor,null,null
22648,WeaponManagerController,Collection[1],103 : 34716 (True) - TWeaponManagerModuleDescriptor,null,null
22650,TypeUnitController,Collection[2],96 : 34718 (False) - TTypeUnitModuleDescriptor,null,null
22651,CompanyUnitController,Collection[1],101 : 34719 (False) - TCompanyUnitModuleDescriptor,null,null
22653,WeaponManagerController,Collection[1],103 : 34721 (True) - TWeaponManagerModuleDescriptor,null,null
22655,TypeUnitController,Collection[2],96 : 34723 (False) - TTypeUnitModuleDescriptor,null,null
