[ID],DescriptorId,Name,TypeName,TypeArme,Arme,ProjectileType,Puissance,TempsEntreDeuxTirs,TempsEntreDeuxFx,PorteeMaximale,PorteeMaximaleBateaux,AngleDispersion,RadiusSplashSuppressDamages,SuppressDamages,RayonPinned,TirIndirect,TirReflexe,FX_tir_sans_physic,FX_vitesse_de_depart,FX_frottement,FX_tir_tendu,TempsEntreDeuxSalves,NbrProjectilesSimultanes,NbTirParSalves,AffichageMunitionParSalve,Level,HitRollRule,FireDescriptor,FireTriggeringProbability,RadiusSplashPhysicalDamages,PhysicalDamages,Caliber,WeaponCursorType,PorteeMinimale,PorteeMinimaleBateaux,DispersionAtMinRange,DispersionAtMaxRange,NoiseDissimulationMalus,TempsDeVisee,InterfaceWeaponTexture,AffichageMenu,SupplyCost,SmokeDescriptor,PorteeMaximaleTBA,PorteeMinimaleTBA,PorteeMaximaleHA,MissileDescriptor,MissileTimeBetweenCorrections,Guidance,EfficaciteSelonPortee,AffecteParNombre,NeedModelChange,IsFireAndForget,IgnoreInflammabilityConditions,InterdireTirReflexe,CorrectedShotDispersionMultiplier,IsSubAmmunition,RandomDispersion,TempsAnimation,PorteeMaximaleProjectile,PorteeMinimaleProjectile,PorteeMinimaleHA
75893,00000000-0001-0000-0600-000010040000,88D0450B00000000,0B06000000000000,5639AB7704000000,3,null,250,0.8,0.4,91000,91000,0.015,4680,90,2080,null,True,null,40000,0.01,True,7,1,10,30,1,113 : 86117 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.1,1300,2,01C19AF70A000000,6,3900,3900,null,null,2.25,1,78 : 87246 (True) - TUIResourceTexture,True,80,null,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null
75898,00000000-0007-0000-0600-00004f040000,C382181700000000,0B06000000000000,E162010000000000,48,null,150,1,1,39000,39000,0.015,9438,290,1300,null,True,null,40000,0.01,True,6,1,1,1,3,113 : 85632 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B24C240000,1,null,null,null,null,2.45,null,78 : 87256 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null
75903,00000000-0006-0000-0600-0000ed030000,F1EADEC282580000,0B06000000000000,E1D2010000000000,null,null,16,1,0.2,65000,65000,0.01,2600,55,260,null,True,null,180000,0.01,True,5,1,10,100,3,113 : 85595 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B23C1C2502000000,6,null,null,null,null,2.25,2,78 : 87266 (True) - TUIResourceTexture,True,10,null,44200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
75912,00000000-0004-0000-0600-0000f1030000,6ABCBAB7B5400000,0B06000000000000,6ABCBA1C00000000,null,null,10,4,4,44200,44200,0.01,520,50,260,null,True,null,180000,0.01,True,8,1,4,40,3,113 : 85611 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,130,130,null,null,1.762,1,78 : 87285 (True) - TUIResourceTexture,True,4,null,44200,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
75913,00000000-0004-0000-0600-0000f0030000,6ABCBAB7B5400000,0B06000000000000,6ABCBA1C00000000,null,null,10,4,4,130,130,0.01,520,50,260,null,True,null,180000,0.01,True,8,1,4,40,3,113 : 85613 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,null,null,null,null,1.762,1,78 : 87286 (True) - TUIResourceTexture,True,4,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
75914,00000000-0000-0000-0600-000050040000,D172611000000000,0B06000000000000,D165010000000000,null,null,16,1,0.2,65000,65000,0.01,2600,55,260,null,True,null,180000,0.01,True,5,1,10,100,3,113 : 85561 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B23C1C2502000000,6,6500,6500,null,null,2.25,2,78 : 87287 (True) - TUIResourceTexture,True,10,null,44200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
75919,00000000-0000-0000-0600-0000af040000,F1EA72D5A45D0000,0B06000000000000,5C99C7BA89E30B00,null,null,10,3,3,39000,39000,0.01,520,40,260,null,True,null,180000,0.01,True,8,1,3,30,3,113 : 86562 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,130,130,null,null,1.762,1.4,78 : 87299 (True) - TUIResourceTexture,True,3,null,39000,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
75920,00000000-0000-0000-0600-0000ae040000,F1EA72D5A45D0000,0B06000000000000,5C99C7BA89E30B00,null,null,10,3,3,130,130,0.01,520,40,260,null,True,null,180000,0.01,True,8,1,3,30,3,113 : 86562 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,null,null,null,null,1.762,1.4,78 : 87300 (True) - TUIResourceTexture,True,3,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
75921,00000000-0000-0000-0600-00006a080000,43A4710000000000,0B06000000000000,E162010000000000,44,null,150,1,1,39000,39000,0.015,10660,328,1300,null,True,null,40000,0.01,True,6,1,1,1,3,113 : 85682 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B23C240000,1,null,null,null,null,2.64,null,78 : 87301 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null
75938,00000000-0000-0000-0600-0000a3090000,8D81490000000000,0B06000000000000,D7D2010000000000,3,5,500,2,2,null,null,0.01,14560,160,26000,null,True,True,52000,null,null,6,1,8,8,1,113 : 85502 (False) - TModernWarfareHitRollRule,null,null,7280,4,A97A9BF73A4F0000,3,null,null,null,null,2,1,78 : 87314 (True) - TUIResourceTexture,True,374,null,169000,null,135200,82 : 87315 (True) - TUniteDescriptor,10,null,null,null,null,True,null,null,null,null,null,null,null,null,null
75944,00000000-0000-0000-0600-0000a4090000,C2B1490000000000,0B06000000000000,D7D2010000000000,3,5,500,1,1,null,null,0.01,32760,360,26000,null,True,True,65000,null,null,20,1,2,2,1,113 : 87319 (False) - TModernWarfareHitRollRule,null,null,16380,9,B7999A1C00000000,3,null,null,null,null,2,0.2,78 : 87318 (True) - TUIResourceTexture,True,351,null,195000,39000,312000,82 : 87320 (True) - TUniteDescriptor,10,1,null,null,null,null,null,null,null,null,null,null,null,null,null
75954,00000000-0005-0000-0600-0000fd030000,B21C1CDD054A0000,0B06000000000000,F46CA274AE2F0000,15,null,250,2,2,143000,143000,0.01,3900,120,2080,null,True,null,180000,0.01,True,2.2,1,6,6,2,113 : 86632 (False) - TModernWarfareHitRollRule,null,null,1170,1,B21C1C0000000000,5,null,null,null,null,2.2,1,78 : 87324 (True) - TUIResourceTexture,True,30,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null,null
75956,00000000-0000-0000-0600-000066040000,A6BAD31200000000,0B06000000000000,D1D5010000000000,null,null,10,3,3,33800,33800,0.01,520,30,260,null,True,null,180000,0.01,True,6,1,3,30,3,113 : 87326 (False) - TModernWarfareHitRollRule,null,null,182,1,B2AC000000000000,6,130,130,null,null,1.9,1.4,78 : 87325 (True) - TUIResourceTexture,True,3,null,33800,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
75957,00000000-0000-0000-0600-000065040000,A6BAD31200000000,0B06000000000000,D1D5010000000000,null,null,10,3,3,130,130,0.01,520,30,260,null,True,null,180000,0.01,True,6,1,3,30,3,113 : 85595 (False) - TModernWarfareHitRollRule,null,null,182,1,B2AC000000000000,6,null,null,null,null,1.9,1.4,78 : 87327 (True) - TUIResourceTexture,True,3,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
75958,00000000-0000-0000-0600-000014080000,BFC904C305000000,0B06000000000000,E162010000000000,44,null,150,1,1,39000,39000,0.015,11700,360,1300,null,True,null,40000,0.01,True,6,1,1,1,3,113 : 85682 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B24C240000,1,null,null,null,null,2.8,null,78 : 87328 (True) - TUIResourceTexture,True,15,null,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null
75966,00000000-0005-0000-0600-000021040000,5D66612AECD61D00,0B06000000000000,57E42D0000000000,61,5,500,1,1,221000,221000,0.011,20800,150,26000,null,True,True,52000,null,null,20,1,6,6,1,113 : 85656 (False) - TModernWarfareHitRollRule,null,null,260,1,92B5740000000000,2,13000,13000,null,null,2,2,78 : 87340 (True) - TUIResourceTexture,True,1148,null,null,null,null,82 : 87341 (True) - TUniteDescriptor,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null
75975,00000000-0005-0000-0600-00001a040000,9DB768CB05000000,0B06000000000000,57E42D0000000000,56,5,500,1,1,208000,208000,0.011,20800,150,26000,null,True,True,52000,null,null,5,1,1,1,1,113 : 85593 (False) - TModernWarfareHitRollRule,null,null,260,1,92B5740000000000,2,13000,13000,null,null,2,2,78 : 87342 (True) - TUIResourceTexture,True,176,null,null,null,null,82 : 87343 (True) - TUniteDescriptor,1.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null
75981,00000000-0000-0000-0600-000098090000,B91ACBA604000000,0B06000000000000,D7D2010000000000,3,5,500,6,6,null,null,0.01,10920,120,26000,null,True,True,78000,null,null,6,1,1,1,1,113 : 85650 (False) - TModernWarfareHitRollRule,null,null,5460,3,A97A9BF73A4F0000,3,null,null,null,null,2,1,78 : 87344 (True) - TUIResourceTexture,True,35,null,169000,null,135200,82 : 87345 (True) - TUniteDescriptor,10,null,null,null,True,True,null,null,null,null,null,null,null,null,null
75986,00000000-0006-0000-0600-0000eb030000,99B5400000000000,0B06000000000000,D165010000000000,null,null,16,1,0.2,57200,57200,0.01,2600,55,260,null,True,null,180000,0.01,True,2,1,3,30,3,113 : 85797 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B23C1C2502000000,6,6500,6500,null,null,2.25,2,78 : 87355 (True) - TUIResourceTexture,True,3,null,44200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
75995,00000000-0000-0000-0600-00007b040000,AC79570000000000,0B06000000000000,6ABCBA1C00000000,null,null,10,8,8,44200,44200,0.01,520,50,260,null,True,null,180000,0.01,True,12,1,3,30,3,113 : 85708 (False) - TModernWarfareHitRollRule,null,null,156,1,B26C940800000000,6,130,130,null,null,1.75,1.4,78 : 87374 (True) - TUIResourceTexture,True,3,null,44200,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
75996,00000000-0000-0000-0600-00007a040000,AC79570000000000,0B06000000000000,6ABCBA1C00000000,null,null,10,8,8,130,130,0.01,520,50,260,null,True,null,180000,0.01,True,12,1,3,30,3,113 : 87376 (False) - TModernWarfareHitRollRule,null,null,156,1,B26C940800000000,6,null,null,null,null,1.75,1.4,78 : 87375 (True) - TUIResourceTexture,True,3,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76001,00000000-0000-0000-0600-0000ac040000,8772ABB86E5E0000,0B06000000000000,6ABCBA1C00000000,null,null,10,8,8,44200,44200,0.01,520,50,260,null,True,null,180000,0.01,True,12,1,3,30,3,113 : 85708 (False) - TModernWarfareHitRollRule,null,null,156,1,B26C940800000000,6,130,130,null,null,1.75,1.4,78 : 87388 (True) - TUIResourceTexture,True,3,null,44200,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76002,00000000-0000-0000-0600-0000ab040000,8772ABB86E5E0000,0B06000000000000,6ABCBA1C00000000,null,null,10,8,8,130,130,0.01,520,50,260,null,True,null,180000,0.01,True,12,1,3,30,3,113 : 87376 (False) - TModernWarfareHitRollRule,null,null,156,1,B26C940800000000,6,null,null,null,null,1.75,1.4,78 : 87389 (True) - TUIResourceTexture,True,3,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76003,00000000-0000-0000-0600-00001f080000,B329BBB37B010000,0B06000000000000,E162010000000000,48,null,150,1,1,39000,39000,0.015,8580,264,1300,null,True,null,40000,0.01,True,3,1,1,1,3,113 : 85682 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B23C200000,1,null,null,null,null,2.32,null,78 : 87390 (True) - TUIResourceTexture,True,15,null,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null
76004,00000000-0000-0000-0600-000033040000,DCC2000000000000,0B06000000000000,D165010000000000,null,null,16,1,0.2,57200,57200,0.01,2600,55,260,null,True,null,180000,0.01,True,2,1,2,20,3,113 : 85561 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B23C1C2502000000,6,6500,6500,null,null,2.25,2,78 : 87391 (True) - TUIResourceTexture,True,2,null,44200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76016,00000000-0000-0000-0600-00007a070000,C1201C576E460000,0B06000000000000,ECECC6B919010000,3,null,250,0.4,0.06,78000,78000,0.002,3380,92,2080,null,True,null,180000,0.01,True,15,1,165,1100,3,113 : 85751 (False) - TModernWarfareHitRollRule,null,null,780,1,A9C9C97230000000,6,null,null,null,null,5.6,0.2,78 : 87411 (True) - TUIResourceTexture,True,1100,null,195000,null,182000,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null
76033,00000000-0000-0000-0600-0000d3090000,8419AB77DE010000,0B06000000000000,D7D2010000000000,3,5,500,2,2,null,null,0.01,10920,120,26000,null,True,True,52000,null,null,10,1,2,2,1,113 : 85502 (False) - TModernWarfareHitRollRule,null,null,5460,3,A97A9BF73A4F0000,3,null,null,null,null,2,1,78 : 87430 (True) - TUIResourceTexture,True,70,null,169000,null,135200,82 : 87431 (True) - TUniteDescriptor,10,null,null,null,null,True,null,null,null,null,null,null,null,null,null
76038,00000000-0007-0000-0600-0000fa030000,0A71C52EAE430000,0B06000000000000,6ABCBA1C00000000,null,null,10,8,8,44200,44200,0.01,520,55,260,null,True,null,180000,0.01,True,12,1,3,30,3,113 : 85708 (False) - TModernWarfareHitRollRule,null,null,156,1,B26C940800000000,6,130,130,null,null,1.75,1.4,78 : 87432 (True) - TUIResourceTexture,True,3,null,44200,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76039,00000000-0007-0000-0600-0000f9030000,0A71C52EAE430000,0B06000000000000,6ABCBA1C00000000,null,null,10,8,8,130,130,0.01,520,55,260,null,True,null,180000,0.01,True,12,1,3,30,3,113 : 87376 (False) - TModernWarfareHitRollRule,null,null,156,1,B26C940800000000,6,null,null,null,null,1.75,1.4,78 : 87433 (True) - TUIResourceTexture,True,3,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76048,00000000-0000-0000-0600-0000d9090000,4170800000000000,0B06000000000000,D7D2010000000000,3,5,500,1,1,null,null,0.01,32760,360,26000,null,True,True,65000,null,null,20,1,2,2,1,113 : 85905 (False) - TModernWarfareHitRollRule,null,null,16380,9,B7999A1C00000000,3,null,null,null,null,2,0.2,78 : 87445 (True) - TUIResourceTexture,True,378,null,208000,41600,338000,82 : 87446 (True) - TUniteDescriptor,10,1,null,null,null,null,null,null,null,null,null,null,null,null,null
76053,00000000-0000-0000-0600-0000ad090000,66CC4E0000000000,0B06000000000000,D7D2010000000000,3,5,500,2,2,null,null,0.01,14560,160,26000,null,True,True,104000,null,null,10,1,2,2,1,113 : 85645 (False) - TModernWarfareHitRollRule,null,null,7280,4,A97A9BF73A4F0000,3,null,null,null,null,2,1,78 : 87447 (True) - TUIResourceTexture,True,100,null,182000,null,145600,82 : 87448 (True) - TUniteDescriptor,10,null,null,null,null,True,null,null,null,null,null,null,null,null,null
76055,00000000-0007-0000-0600-000014040000,C301730000000000,0B06000000000000,5C99C7BA89E30B00,null,null,10,3,3,39000,39000,0.01,520,40,260,null,True,null,180000,0.01,True,6,1,4,40,3,113 : 85595 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,130,130,null,null,1.762,1,78 : 87449 (True) - TUIResourceTexture,True,4,null,39000,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76063,00000000-0007-0000-0600-000071040000,11A6C6664EDF0D00,0B06000000000000,D7D2010000000000,3,5,500,1,1,null,null,0.01,21840,240,26000,null,True,True,104000,null,null,30,1,8,8,1,113 : 85755 (False) - TModernWarfareHitRollRule,null,null,10920,6,5D66354B07000000,3,null,null,null,null,2,1,78 : 87461 (True) - TUIResourceTexture,True,840,null,247000,null,208000,82 : 87462 (True) - TUniteDescriptor,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76076,00000000-0007-0000-0600-000048040000,8B53CD2EEF010000,0B06000000000000,74AE2FE5ECF21E00,3,null,14,0.4,0.05,78000,78000,0.002,3978,140,130,null,True,null,180000,0.01,True,15,1,68,500,3,113 : 86638 (False) - TModernWarfareHitRollRule,null,null,702,1,A9C9C9B241000000,5,null,null,null,null,5.4,1,78 : 87468 (True) - TUIResourceTexture,True,500,null,208000,null,195000,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null
76081,00000000-0000-0000-0600-0000b8070000,CAE1210600000000,0B06000000000000,74AE2FE5ECF21E00,3,null,14,1.2,0.2,78000,78000,0.002,4836,228,130,null,True,null,180000,0.01,True,3,1,2,12,3,113 : 85523 (False) - TModernWarfareHitRollRule,null,null,1118,2,B28C180000000000,5,null,null,null,null,6.28,1,78 : 87469 (True) - TUIResourceTexture,True,24,null,208000,null,130000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76089,00000000-0000-0000-0600-0000a7090000,306FB61300000000,0B06000000000000,D7D2010000000000,3,5,500,1,1,null,null,0.01,32760,360,26000,null,True,True,65000,null,null,25,1,3,3,1,113 : 85502 (False) - TModernWarfareHitRollRule,null,null,16380,9,B7999A1C00000000,3,null,null,null,null,2,0.2,78 : 87476 (True) - TUIResourceTexture,True,526,null,195000,39000,312000,82 : 87477 (True) - TUniteDescriptor,10,1,null,null,null,null,null,null,null,null,null,null,null,null,null
76094,00000000-0000-0000-0600-00003a060000,C960010000000000,0B06000000000000,B31E95B36B5E0000,41,null,250,1,1,143000,143000,0.005,13650,121,2080,null,True,null,180000,0.01,True,8,1,1,1,2,113 : 85561 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B26C040200,4,null,null,null,null,2.05,1,78 : 87478 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76095,00000000-0000-0000-0600-00007e060000,C960010000000000,0B06000000000000,B31E95B36B5E0000,3,null,260,1,1,143000,143000,0.005,6838,121,7800,null,True,null,140000,0.01,True,8,1,1,1,3,113 : 85561 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.1,2054,3,B26C040200000000,4,null,null,null,null,2.05,1.4,78 : 87479 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76101,00000000-0003-0000-0600-0000f8030000,82600442CB010000,0B06000000000000,B31E95B36B5E0000,20,null,250,1,1,156000,156000,0.005,13650,121,2080,null,True,null,180000,0.01,True,7.5,1,1,1,2,113 : 86765 (False) - TModernWarfareHitRollRule,null,null,130,1,B26C040200000000,4,null,null,null,null,2.05,1,78 : 87480 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null,null
76102,00000000-0003-0000-0600-000001040000,82600442CB010000,0B06000000000000,B31E95B36B5E0000,3,null,260,1,1,156000,156000,0.005,6838,121,7800,null,True,null,140000,0.01,True,7.5,1,1,1,3,113 : 86765 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.1,2054,3,B26C040200000000,4,null,null,null,null,2.05,1.4,78 : 87481 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76107,00000000-0000-0000-0600-000026060000,5DA0EC1500000000,0B06000000000000,B31E95B36B5E0000,45,null,250,1,1,143000,143000,0.005,11700,104,2080,null,True,null,180000,0.01,True,6.6,1,1,1,2,113 : 86138 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B21C280000,4,null,null,null,null,1.9,1,78 : 87482 (True) - TUIResourceTexture,True,15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76108,00000000-0000-0000-0600-00002d070000,5DA0EC1500000000,0B06000000000000,B31E95B36B5E0000,3,null,260,1,1,143000,143000,0.005,5850,104,7800,null,True,null,140000,0.01,True,6.6,1,1,1,3,113 : 86138 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.1,1768,3,B21C280000000000,4,null,null,null,null,1.9,1.4,78 : 87483 (True) - TUIResourceTexture,True,15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76110,00000000-0003-0000-0600-000007040000,C4B59B39AE470000,0B06000000000000,E162010000000000,54,null,150,1,1,65000,65000,0.015,10920,336,1300,null,True,null,40000,0.01,True,4,1,1,1,3,113 : 85859 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B25C240000,1,null,null,null,null,2.68,null,78 : 87484 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null
76111,00000000-0003-0000-0600-000008040000,C4B59B39AE470000,0B06000000000000,E162010000000000,3,null,150,1,1,65000,65000,0.015,5460,50,1300,null,True,null,140000,0.01,True,4,1,1,1,3,113 : 85859 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.1,1638,2,B25C240000000000,4,null,null,null,null,1.84,1,78 : 87485 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null
76135,00000000-0005-0000-0600-0000f4030000,B329DF6A8B1B8100,0B06000000000000,B31E95B36B5E0000,43,null,250,1,1,143000,143000,0.005,13650,121,2080,null,True,null,180000,0.01,True,6.6,1,1,1,2,113 : 85751 (False) - TModernWarfareHitRollRule,null,null,130,1,DEF248B26C040200,4,null,null,null,null,2.05,1,78 : 87506 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76136,00000000-0005-0000-0600-0000ff030000,B329DF6A8B1B8100,0B06000000000000,B31E95B36B5E0000,3,null,260,1,1,143000,143000,0.005,6838,121,7800,null,True,null,140000,0.01,True,7.5,1,1,1,3,113 : 85751 (False) - TModernWarfareHitRollRule,82 : 30956 (True) - TUniteDescriptor,0.1,2054,3,B26C040200000000,4,null,null,null,null,2.05,1.4,78 : 87507 (True) - TUIResourceTexture,True,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76138,00000000-0000-0000-0600-00006e040000,909278264F4B0000,0B06000000000000,5C99C7BA89E30B00,null,null,10,1.5,1.5,39000,39000,0.01,520,40,260,null,True,null,180000,0.01,True,3,1,8,80,3,113 : 86632 (False) - TModernWarfareHitRollRule,null,null,130,1,B27C18A501000000,6,130,130,null,null,1.556,0.2,78 : 87508 (True) - TUIResourceTexture,True,8,null,39000,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76139,00000000-0000-0000-0600-00006d040000,909278264F4B0000,0B06000000000000,5C99C7BA89E30B00,null,null,10,1.5,1.5,130,130,0.01,520,40,260,null,True,null,180000,0.01,True,3,1,8,80,3,113 : 85876 (False) - TModernWarfareHitRollRule,null,null,130,1,B27C18A501000000,6,null,null,null,null,1.556,0.2,78 : 87509 (True) - TUIResourceTexture,True,8,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76144,00000000-0000-0000-0600-000014040000,44B4000000000000,0B06000000000000,6ABCBA1C00000000,null,null,10,2,2,44200,44200,0.01,520,50,260,null,True,null,180000,0.01,True,4,1,8,80,3,113 : 87520 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,130,130,null,null,1.762,0.2,78 : 87519 (True) - TUIResourceTexture,True,8,null,44200,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76145,00000000-0000-0000-0600-000013040000,44B4000000000000,0B06000000000000,6ABCBA1C00000000,null,null,10,2,2,130,130,0.01,520,50,260,null,True,null,180000,0.01,True,4,1,8,80,3,113 : 85567 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,null,null,null,null,1.762,0.2,78 : 87521 (True) - TUIResourceTexture,True,8,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76150,00000000-0000-0000-0600-00006c040000,4AE2993C2D010000,0B06000000000000,5C99C7BA89E30B00,null,null,10,3,3,39000,39000,0.01,520,40,260,null,True,null,180000,0.01,True,6,1,4,40,3,113 : 85589 (False) - TModernWarfareHitRollRule,null,null,130,1,B27C18A501000000,6,130,130,null,null,1.556,1,78 : 87531 (True) - TUIResourceTexture,True,4,null,39000,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76151,00000000-0000-0000-0600-00006b040000,4AE2993C2D010000,0B06000000000000,5C99C7BA89E30B00,null,null,10,3,3,130,130,0.01,520,40,260,null,True,null,180000,0.01,True,6,1,4,40,3,113 : 85591 (False) - TModernWarfareHitRollRule,null,null,130,1,B27C18A501000000,6,null,null,null,null,1.556,1,78 : 87532 (True) - TUIResourceTexture,True,4,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76152,00000000-0000-0000-0600-0000b4040000,C351791800000000,0B06000000000000,D165010000000000,null,null,16,1,0.2,65000,65000,0.01,2600,55,260,null,True,null,180000,0.01,True,5,1,10,100,3,113 : 85561 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B23C1C2502000000,6,6500,6500,null,null,2.25,2,78 : 87533 (True) - TUIResourceTexture,True,10,null,44200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76160,00000000-0000-0000-0600-000001040000,C351791800000000,0B06000000000000,D175010000000000,null,null,16,0.8,0.2,65000,65000,0.01,520,55,260,null,True,null,180000,0.01,True,2,1,10,100,3,113 : 85613 (False) - TModernWarfareHitRollRule,null,null,156,0.5,B23C1C2502000000,6,null,null,null,null,1.762,1,78 : 87543 (True) - TUIResourceTexture,True,20,null,39000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76166,00000000-0000-0000-0600-00006a040000,C5E1993C2D010000,0B06000000000000,6ABCBA1C00000000,null,null,10,4,4,44200,44200,0.01,520,50,260,null,True,null,180000,0.01,True,8,1,4,40,3,113 : 85611 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,130,130,null,null,1.762,1,78 : 87544 (True) - TUIResourceTexture,True,4,null,44200,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76167,00000000-0000-0000-0600-000069040000,C5E1993C2D010000,0B06000000000000,6ABCBA1C00000000,null,null,10,4,4,130,130,0.01,520,50,260,null,True,null,180000,0.01,True,8,1,4,40,3,113 : 85613 (False) - TModernWarfareHitRollRule,null,null,156,1,B23C1C2502000000,6,null,null,null,null,1.762,1,78 : 87545 (True) - TUIResourceTexture,True,4,null,null,null,null,null,null,null,null,True,null,null,null,null,null,null,null,null,null,null,null
76172,00000000-0000-0000-0600-00002c090000,DE72E96D03000000,0B06000000000000,57E42D0000000000,55,5,500,1,1,182000,182000,0.015,20800,150,26000,null,True,True,52000,null,null,5,1,1,1,1,113 : 87135 (False) - TModernWarfareHitRollRule,null,null,260,1,92B5740000000000,2,13000,13000,null,null,2,2,78 : 87555 (True) - TUIResourceTexture,True,147,null,null,null,null,82 : 87556 (True) - TUniteDescriptor,1.6,null,null,null,True,null,null,null,null,null,null,null,null,null,null
