[ID],ControllerName,BehaviourDescriptor,GfxPorteur,GfxPorteurGhost,GfxWeaponModels,PositionModule,WeaponManagerModule,CadavreModule,DamageModule
33600,GroupeCombatController,146 : 44933 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 44934 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33605,GroupeCombatController,146 : 44939 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 44940 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33610,GroupeCombatController,146 : 44945 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 44946 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33624,GroupeCombatController,146 : 44958 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 44959 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33629,GroupeCombatController,146 : 44964 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 44965 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33642,GroupeCombatController,146 : 44975 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 44976 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33647,GroupeCombatController,146 : 44981 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 44982 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33652,GroupeCombatController,146 : 44987 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 44988 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33657,GroupeCombatController,146 : 44993 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 44994 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33662,GroupeCombatController,146 : 44999 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45000 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33667,GroupeCombatController,146 : 45005 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45006 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33672,GroupeCombatController,146 : 45011 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45012 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33677,GroupeCombatController,146 : 45017 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45018 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33682,GroupeCombatController,146 : 45023 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45024 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33687,GroupeCombatController,146 : 45029 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45030 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33692,GroupeCombatController,146 : 45035 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45036 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33697,GroupeCombatController,146 : 45041 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45042 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33702,GroupeCombatController,146 : 45047 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45048 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33707,GroupeCombatController,146 : 45053 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45054 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33726,GroupeCombatController,146 : 45071 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45072 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33800,GroupeCombatController,146 : 45136 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45137 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33927,GroupeCombatController,146 : 45239 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45240 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33937,GroupeCombatController,146 : 45249 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45250 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33965,GroupeCombatController,146 : 45272 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45273 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33971,GroupeCombatController,146 : 45278 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45279 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33976,GroupeCombatController,146 : 45284 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45285 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33981,GroupeCombatController,146 : 45290 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45291 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33986,GroupeCombatController,146 : 45296 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45297 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33991,GroupeCombatController,146 : 45302 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45303 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
33996,GroupeCombatController,146 : 45308 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45309 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34001,GroupeCombatController,146 : 45314 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45315 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34006,GroupeCombatController,146 : 45320 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45321 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34056,GroupeCombatController,146 : 45369 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45370 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34061,GroupeCombatController,146 : 45375 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45376 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34097,GroupeCombatController,146 : 45405 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45406 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34102,GroupeCombatController,146 : 45411 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45412 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34107,GroupeCombatController,146 : 45417 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45418 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34112,GroupeCombatController,146 : 45423 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45424 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34173,GroupeCombatController,146 : 45473 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45474 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34178,GroupeCombatController,146 : 45479 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45480 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34196,GroupeCombatController,146 : 45495 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45496 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34258,GroupeCombatController,146 : 45548 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45549 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34263,GroupeCombatController,146 : 45554 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45555 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34268,GroupeCombatController,146 : 45560 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45561 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34273,GroupeCombatController,146 : 45566 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45567 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34417,GroupeCombatController,146 : 45710 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45711 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
34422,GroupeCombatController,146 : 45716 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 45717 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35334,GroupeCombatController,146 : 46487 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46488 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35375,GroupeCombatController,146 : 46521 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46522 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35423,GroupeCombatController,146 : 46560 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46561 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35510,GroupeCombatController,146 : 46635 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46636 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35520,GroupeCombatController,146 : 46645 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46646 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35573,GroupeCombatController,146 : 46686 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46687 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35578,GroupeCombatController,146 : 46692 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46693 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35621,GroupeCombatController,146 : 46737 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46738 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35626,GroupeCombatController,146 : 46743 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46744 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35637,GroupeCombatController,146 : 46752 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46753 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35642,GroupeCombatController,146 : 46758 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46759 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35647,GroupeCombatController,146 : 46764 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46765 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35652,GroupeCombatController,146 : 46770 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46771 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35673,GroupeCombatController,146 : 46789 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46790 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35678,GroupeCombatController,146 : 46795 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46796 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35683,GroupeCombatController,146 : 46801 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46802 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35688,GroupeCombatController,146 : 46807 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46808 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35693,GroupeCombatController,146 : 46813 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46814 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35705,GroupeCombatController,146 : 46824 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46825 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35716,GroupeCombatController,146 : 46835 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46836 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35721,GroupeCombatController,146 : 46841 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46842 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35726,GroupeCombatController,146 : 46847 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46848 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35731,GroupeCombatController,146 : 46853 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46854 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35743,GroupeCombatController,146 : 46864 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46865 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35748,GroupeCombatController,146 : 46870 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46871 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35753,GroupeCombatController,146 : 46876 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46877 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35758,GroupeCombatController,146 : 46882 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46883 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35798,GroupeCombatController,146 : 46916 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46917 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35810,GroupeCombatController,146 : 46928 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46929 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35820,GroupeCombatController,146 : 46938 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46939 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35825,GroupeCombatController,146 : 46944 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46945 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35836,GroupeCombatController,146 : 46954 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46955 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35841,GroupeCombatController,146 : 46960 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 46961 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35938,GroupeCombatController,146 : 47040 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47041 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35963,GroupeCombatController,146 : 47060 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47061 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
35968,GroupeCombatController,146 : 47066 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47067 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36000,GroupeCombatController,146 : 47094 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47095 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36005,GroupeCombatController,146 : 47100 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47101 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36010,GroupeCombatController,146 : 47106 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47107 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36015,GroupeCombatController,146 : 47112 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47113 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36063,GroupeCombatController,146 : 47153 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47154 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36109,GroupeCombatController,146 : 47192 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47193 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36114,GroupeCombatController,146 : 47198 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47199 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36119,GroupeCombatController,146 : 47204 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47205 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36124,GroupeCombatController,146 : 47210 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47211 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36129,GroupeCombatController,146 : 47216 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47217 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36134,GroupeCombatController,146 : 47222 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47223 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36149,GroupeCombatController,146 : 47236 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47237 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36154,GroupeCombatController,146 : 47242 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47243 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36159,GroupeCombatController,146 : 47248 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47249 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36164,GroupeCombatController,146 : 47254 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47255 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36169,GroupeCombatController,146 : 47260 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47261 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36174,GroupeCombatController,146 : 47266 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47267 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36179,GroupeCombatController,146 : 47272 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47273 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36190,GroupeCombatController,146 : 47283 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47284 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36195,GroupeCombatController,146 : 47289 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47290 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36205,GroupeCombatController,146 : 47299 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47300 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36236,GroupeCombatController,146 : 47323 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47324 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36241,GroupeCombatController,146 : 47329 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47330 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36246,GroupeCombatController,146 : 47335 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47336 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
