[ID],DescriptorId,Modules,_ShortDatabaseName,ClassNameForDebug,StickToGround,ManageUnitOrientation,HitRollSizeModifier,DeathExplosionAmmo,IconeType,PositionInMenu,NameInMenuToken,AliasName,Category,AcknowUnitType,TypeForAcknow,Nationalite,MotherCountry,ProductionYear,MaxPacks,Factory,ProductionPrice,MaxDeployableAmount,ShowInMenu,ProductionTime,CoutEtoile,TextureForInterface,TextureTransportForInterface,TextureMotherCountryForInterface,UnitTypeTokens,UnitMovingType,VitesseCombat,UpgradeRequire,IsPrototype,HitRollECMModifier,Key
16933,00000000-0000-0000-0000-000021050000,Collection[26],Descriptor_Unit_Fuchs_Fufu_RFA,Unit_Fuchs_Fufu_RFA,True,True,null,89 : 18623 (True) - TAmmunition,1,12,9CBEEA10DEA23A04,FUCHS Fufu,2,29,101,null,RFA,1979,1,3,Collection[5],Collection[5],Collection[5],10,1,78 : 21061 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_UK,Collection[2],7,5460,81 : 16992 (True) - TUniteAuSolDescriptor,null,null,null
16934,00000000-0000-0000-0000-000022050000,Collection[25],Descriptor_Unit_Fuhrungs_UAZ,Unit_Fuhrungs_UAZ,True,True,-0.05,89 : 18727 (True) - TAmmunition,1,1,CB87B3B37EB73A04,FUHRUNGS UAZ,1,26,101,1,RDA,1972,1,3,Collection[5],Collection[5],Collection[5],10,1,78 : 21065 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_CAN,Collection[5],3,3640,null,null,null,null
16935,00000000-0000-0000-0000-000023050000,Collection[24],Descriptor_Unit_Fusiliers,Unit_Fusiliers,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,F8ADBAB18BEB1000,FUSILIERS,3,33,125,null,UK,1975,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21071 (True) - TUIResourceTexture,78 : 21072 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_TCH,Collection[4],1,1560,null,null,null,null
16936,00000000-0007-0000-0000-000000040000,Collection[24],Descriptor_Unit_GAZ_69A,Unit_GAZ_69A,True,True,-0.05,89 : 18623 (True) - TAmmunition,1,1,8B72904B04000000,GAZ-69A,1,24,109,1,FIN,1960,2,10,Collection[5],Collection[5],Collection[5],10,null,78 : 21078 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_HOL,Collection[4],3,4680,null,null,null,null
16937,00000000-0007-0000-0000-000001040000,Collection[25],Descriptor_Unit_GAZ_69_KOPA,Unit_GAZ_69_KOPA,True,True,-0.05,89 : 18623 (True) - TAmmunition,1,1,8B9655CA412E1100,GAZ-69 KOPA,1,24,101,1,FIN,1960,2,3,Collection[5],Collection[5],Collection[5],10,null,78 : 21082 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_HOL,Collection[4],3,4680,null,null,null,null
16938,00000000-0003-0000-0000-0000f1030000,Collection[25],Descriptor_Unit_GMC_M450,Unit_GMC_M450,True,True,null,89 : 18623 (True) - TAmmunition,1,100,81515CCD15010000,GMC M/450,2,29,123,null,DAN,1975,2,13,Collection[5],Collection[5],Collection[5],10,1,78 : 21088 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_US,Collection[4],3,4160,null,null,null,null
16939,00000000-0001-0000-0000-0000ef030000,Collection[24],Descriptor_Unit_GROM,Unit_GROM,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,2,57C6450000000000,PPZR GROM,3,30,125,1,POL,1992,1,6,Collection[5],Collection[5],Collection[5],10,null,78 : 21094 (True) - TUIResourceTexture,78 : 21095 (True) - TUIResourceTexture,Zoom123,Collection[6],1,1170,null,True,null,null
16940,00000000-0000-0000-0000-000024050000,Collection[25],Descriptor_Unit_GWSFL_120mm_Tundscha,Unit_GWSFL_120mm_Tundscha,True,True,-0.05,89 : 18605 (True) - TAmmunition,1,5,B21C0C8205756104,GW-SFL TUNDSCHA,2,23,119,1,RDA,1988,2,13,Collection[5],Collection[5],Collection[5],10,3,78 : 21101 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_CAN,Collection[5],8,3120,null,null,null,null
16941,00000000-0000-0000-0000-000025050000,Collection[24],Descriptor_Unit_Gardehussar,Unit_Gardehussar,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,268EEBAD9ADE6604,SPEJDERNE,3,24,125,null,DAN,1975,2,10,Collection[5],Collection[5],Collection[5],10,1,78 : 21107 (True) - TUIResourceTexture,78 : 21108 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_US,Collection[6],1,1560,null,null,null,null
16942,00000000-0005-0000-0000-0000f5030000,Collection[24],Descriptor_Unit_Gavnuni,Unit_Gavnuni,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,EEACCFBB19010000,Gavnuni,3,33,125,null,ISR,1975,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21114 (True) - TUIResourceTexture,78 : 21115 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_FR,Collection[6],1,1560,null,null,null,null
16943,00000000-0004-0000-0000-0000f3030000,Collection[24],Descriptor_Unit_Genie_NL,Unit_Genie_NL,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,2,16A6BAB31A010000,Genie,3,28,125,null,HOL,1975,2,6,Collection[5],Collection[5],Collection[5],10,2,78 : 21121 (True) - TUIResourceTexture,78 : 21122 (True) - TUIResourceTexture,UI,Collection[5],1,1560,null,null,null,null
16944,00000000-0000-0000-0000-000026050000,Collection[24],Descriptor_Unit_Genie_de_combat,Unit_Genie_de_combat,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,2,328DAAA9EACE6A04,PIONEERS,3,28,125,null,CAN,1975,2,6,Collection[5],Collection[5],Collection[5],10,2,78 : 21128 (True) - TUIResourceTexture,78 : 21129 (True) - TUIResourceTexture,TextureSourceCaracChooser,Collection[5],1,1560,null,null,null,null
16945,00000000-0003-0000-0000-0000f2030000,Collection[24],Descriptor_Unit_Gevaermenn_90,Unit_Gevaermenn_90,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,F3ACCAB76AEE6A04,GEVAERMENN 90,3,33,125,null,NOR,1990,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21135 (True) - TUIResourceTexture,78 : 21136 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ISR,Collection[5],1,1560,null,null,null,null
16946,00000000-0005-0000-0000-0000f6030000,Collection[25],Descriptor_Unit_Girrafe_ITOW,Unit_Girrafe_ITOW,True,True,null,89 : 18605 (True) - TAmmunition,1,19,9937A9AB79DF6E04,Girrafe I-TOW,1,23,101,null,ISR,1985,2,8,Collection[5],Collection[5],Collection[5],10,1,78 : 21141 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_FR,Collection[3],5,3380,81 : 16947 (True) - TUniteAuSolDescriptor,null,null,null
16947,00000000-0005-0000-0000-0000f7030000,Collection[25],Descriptor_Unit_Girrafe_TOW,Unit_Girrafe_TOW,True,True,null,89 : 18605 (True) - TAmmunition,1,19,61E6A9AB79DF6E04,Girrafe TOW,1,23,101,null,ISR,1975,2,8,Collection[5],Collection[5],Collection[5],10,1,78 : 21146 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_FR,Collection[3],8,3380,null,null,null,null
16948,00000000-0005-0000-0000-0000f8030000,Collection[24],Descriptor_Unit_Givati,Unit_Givati,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,6E6EEE6E04000000,Givati,3,33,125,null,ISR,1985,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21152 (True) - TUIResourceTexture,78 : 21153 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_FR,Collection[2],1,1950,null,null,null,null
16949,00000000-0001-0000-0000-0000f0030000,Collection[24],Descriptor_Unit_Granatomet,Unit_Granatomet,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,100,B92AD3B9399B7704,GRANATOMET AGS-17,3,33,125,1,TCH,1980,2,6,Collection[5],Collection[5],Collection[5],10,null,78 : 21159 (True) - TUIResourceTexture,78 : 21160 (True) - TUIResourceTexture,Typeface3D_TitleMono_CompensatePostProcess,Collection[6],1,1560,null,null,null,null
16950,00000000-0007-0000-0000-000002040000,Collection[24],Descriptor_Unit_Granicari,Unit_Granicari,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,100,EE6DA2EE6CDE1100,GRANICARI,3,33,125,1,YUG,1975,2,10,Collection[5],Collection[5],Collection[5],10,null,78 : 21166 (True) - TUIResourceTexture,78 : 21167 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ANZ,Collection[6],1,1560,null,null,null,null
16951,00000000-0000-0000-0000-000027050000,Collection[24],Descriptor_Unit_Green_Jacket,Unit_Green_Jacket,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,2A8C9AD4ACAA7704,GREEN JACKET,3,24,125,null,UK,1975,2,10,Collection[5],Collection[5],Collection[5],10,2,78 : 21173 (True) - TUIResourceTexture,78 : 21174 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_TCH,Collection[5],1,1950,null,null,null,null
16952,00000000-0000-0000-0000-000028050000,Collection[24],Descriptor_Unit_Grenader,Unit_Grenader,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,B79A9AB37A470000,GEVAERMENN,3,33,125,null,NOR,1975,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21180 (True) - TUIResourceTexture,78 : 21181 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ISR,Collection[5],1,1560,null,null,null,null
16953,00000000-0004-0000-0000-0000f4030000,Collection[24],Descriptor_Unit_Grenadiers_NL,Unit_Grenadiers_NL,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,F8ADBAA939AB7704,Grenadiers,3,33,125,null,HOL,1975,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21187 (True) - TUIResourceTexture,78 : 21188 (True) - TUIResourceTexture,UI,Collection[4],1,1560,null,null,null,null
16954,00000000-0000-0000-0000-000029050000,Collection[24],Descriptor_Unit_Grenzer,Unit_Grenzer,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,94,B7FACFEA1D010000,GRENZER,3,24,125,1,RDA,1975,1,10,Collection[5],Collection[5],Collection[5],10,2,78 : 21194 (True) - TUIResourceTexture,78 : 21195 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_CAN,Collection[4],1,1170,null,null,null,null
16955,00000000-0000-0000-0000-00002a050000,Collection[25],Descriptor_Unit_Gvozdika,Unit_Gvozdika,True,True,null,89 : 18605 (True) - TAmmunition,2,21,26ECA63FBD470000,2S1  KARAFIAT,3,32,119,1,TCH,1978,2,13,Collection[5],Collection[5],Collection[5],10,2,78 : 21200 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,Typeface3D_TitleMono_CompensatePostProcess,Collection[5],8,3120,null,null,null,null
16956,00000000-0000-0000-0000-00002b050000,Collection[25],Descriptor_Unit_HEMTT,Unit_HEMTT,True,True,0.05,89 : 19248 (True) - TAmmunition,1,7,9E773D1200000000,HEMTT,6,25,16,null,US,1982,2,3,Collection[5],Collection[5],Collection[5],10,1,78 : 21206 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_POL,Collection[4],3,5200,81 : 17245 (True) - TUniteAuSolDescriptor,null,null,null
16957,00000000-0000-0000-0000-00002d050000,Collection[25],Descriptor_Unit_HN5C_Truck,Unit_HN5C_Truck,True,True,null,89 : 18623 (True) - TAmmunition,3,8,30AADF5E63601200,DEPREC,5,30,123,1,CHI,null,2,13,Collection[5],Collection[5],Collection[5],10,2,78 : 21212 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_SWE,null,3,3640,null,null,null,null
16958,00000000-0000-0000-0000-00002e050000,Collection[27],Descriptor_Unit_HQ_61,Unit_HQ_61,True,True,null,89 : 18623 (True) - TAmmunition,3,11,C2B1490000000000,HQ-61,5,30,123,1,CHI,1988,2,13,Collection[5],Collection[5],Collection[5],10,1,78 : 21221 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_SWE,Collection[3],3,3120,81 : 16959 (True) - TUniteAuSolDescriptor,null,null,null
16959,00000000-0000-0000-0000-00002f050000,Collection[27],Descriptor_Unit_HQ_7_CHI,Unit_HQ_7_CHI,True,True,null,89 : 18623 (True) - TAmmunition,1,3,93D4209B04000000,HQ-7,6,30,123,1,CHI,1985,2,13,Collection[5],Collection[5],Collection[5],10,null,78 : 21229 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_SWE,Collection[4],3,3640,null,null,null,null
16960,00000000-0005-0000-0000-0000f9030000,Collection[25],Descriptor_Unit_HVMS,Unit_HVMS,True,True,null,89 : 18623 (True) - TAmmunition,1,14,DD054A0000000000,HVMS,1,24,109,null,ISR,1987,1,10,Collection[5],Collection[5],Collection[5],10,null,78 : 21235 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_FR,Collection[5],8,3120,null,True,null,null
16961,00000000-0000-0000-0000-000030050000,Collection[24],Descriptor_Unit_Haerhjemmevaernet,Unit_Haerhjemmevaernet,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,AA2CAB6F7BABA604,HAER HJEMMEVAERNET,3,33,125,null,DAN,1975,1,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21241 (True) - TUIResourceTexture,78 : 21242 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_US,Collection[4],1,1170,null,True,null,null
16962,00000000-0005-0000-0000-0000fa030000,Collection[25],Descriptor_Unit_Hafiz,Unit_Hafiz,True,True,null,89 : 18605 (True) - TAmmunition,1,19,BFBB9A1200000000,Hafiz,1,23,101,null,ISR,1981,2,8,Collection[5],Collection[5],Collection[5],10,1,78 : 21247 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_FR,Collection[2],5,3380,null,True,null,null
16963,00000000-0005-0000-0000-0000fb030000,Collection[26],Descriptor_Unit_Hamer,Unit_Hamer,True,True,-0.05,89 : 18727 (True) - TAmmunition,1,1,B72A9B1200000000,Hamer,1,29,101,null,ISR,1984,5,8,Collection[5],Collection[5],Collection[5],10,1,78 : 21254 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_FR,Collection[4],3,4160,null,null,null,null
16964,00000000-0005-0000-0000-0000fc030000,Collection[25],Descriptor_Unit_Hamer_MAPATS,Unit_Hamer_MAPATS,True,True,-0.05,89 : 18623 (True) - TAmmunition,1,1,DEA22DD7ADCAA604,Hamer MAPATS,1,24,101,null,ISR,1986,1,8,Collection[5],Collection[5],Collection[5],10,1,78 : 21259 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_FR,Collection[4],3,4680,81 : 16965 (True) - TUniteAuSolDescriptor,True,null,null
16965,00000000-0005-0000-0000-0000fd030000,Collection[25],Descriptor_Unit_Hamer_Orev,Unit_Hamer_Orev,True,True,-0.05,89 : 18623 (True) - TAmmunition,1,1,BB7A67B72A9B1200,Hamer Orev,1,24,101,null,ISR,1985,2,8,Collection[5],Collection[5],Collection[5],10,1,78 : 21264 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_FR,Collection[4],3,4680,81 : 16865 (True) - TUniteAuSolDescriptor,null,null,null
16966,00000000-0000-0000-0000-000031050000,Collection[24],Descriptor_Unit_Hamlet,Unit_Hamlet,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,99,B91ACBA6E42C8B05,LLRkt HAMLET,3,30,125,null,DAN,1975,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21270 (True) - TUIResourceTexture,78 : 21271 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_US,Collection[5],1,1170,null,null,null,null
16967,00000000-0005-0000-0000-0000fe030000,Collection[25],Descriptor_Unit_Hapak,Unit_Hapak,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,B0599B1200000000,Hapak,3,33,125,null,ISR,1975,1,3,Collection[5],Collection[5],Collection[5],10,1,78 : 21277 (True) - TUIResourceTexture,78 : 21278 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_FR,Collection[5],1,1560,null,null,null,null
16968,00000000-0000-0000-0000-000032050000,Collection[24],Descriptor_Unit_Heimatschutzen,Unit_Heimatschutzen,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,7A8BE2B929BBAA04,HEIMATSCHUTZEN,3,33,125,null,RFA,1975,1,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21284 (True) - TUIResourceTexture,78 : 21285 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_UK,Collection[4],1,1170,null,True,null,null
16969,00000000-0000-0000-0000-000033050000,Collection[24],Descriptor_Unit_Heimevernet,Unit_Heimevernet,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,EA7CABBB2ABBAA04,LHV,3,33,125,null,NOR,1975,1,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21291 (True) - TUIResourceTexture,78 : 21292 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ISR,Collection[4],1,1170,null,True,null,null
16970,00000000-0000-0000-0000-000034050000,Collection[24],Descriptor_Unit_Hemvaernet,Unit_Hemvaernet,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,B93ADFAAB9CBAA04,HEMVARNSMAN,3,33,125,null,SWE,1975,1,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21298 (True) - TUIResourceTexture,78 : 21299 (True) - TUIResourceTexture,TextureType_TextureAnimationUnitIcone_Asynchrone,Collection[4],1,1170,null,True,null,null
16971,00000000-0000-0000-0000-000035050000,Collection[24],Descriptor_Unit_Highlanders,Unit_Highlanders,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,B79ACE66DCB2AE04,HIGHLANDERS 90,3,33,125,null,CAN,1993,1,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21304 (True) - TUIResourceTexture,78 : 21305 (True) - TUIResourceTexture,TextureSourceCaracChooser,Collection[3],1,1950,null,True,null,null
16972,00000000-0005-0000-0000-0000ff030000,Collection[25],Descriptor_Unit_Hovet,Unit_Hovet,True,True,null,89 : 18623 (True) - TAmmunition,3,13,B9BAD31200000000,Hovet,5,31,123,null,ISR,1976,2,13,Collection[5],Collection[5],Collection[5],10,2,78 : 21311 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_FR,Collection[5],8,3120,81 : 16731 (True) - TUniteAuSolDescriptor,null,null,null
16973,00000000-0000-0000-0000-000036050000,Collection[24],Descriptor_Unit_Hussards,Unit_Hussards,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,88,787A9B38AE4B0000,HUSSARDS,3,24,125,null,FR,1975,2,10,Collection[5],Collection[5],Collection[5],10,1,78 : 21316 (True) - TUIResourceTexture,78 : 21317 (True) - TUIResourceTexture,Divers,Collection[5],1,1560,null,null,null,null
16974,00000000-0004-0000-0000-0000f5030000,Collection[24],Descriptor_Unit_Huzaren_NL,Unit_Huzaren_NL,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,88,1636ABB7F9EB1200,Huzaren,3,24,125,null,HOL,1975,2,10,Collection[5],Collection[5],Collection[5],10,1,78 : 21323 (True) - TUIResourceTexture,78 : 21324 (True) - TUIResourceTexture,UI,Collection[5],1,1560,null,null,null,null
16975,00000000-0000-0000-0000-000037050000,Collection[25],Descriptor_Unit_Hybnerit_ZU232,Unit_Hybnerit_ZU232,True,True,null,89 : 18623 (True) - TAmmunition,3,6,1F99BBB73A9FBE04,HIBNERYT ZU-23-2,5,31,123,1,POL,1973,2,13,Collection[5],Collection[5],Collection[5],10,1,78 : 21329 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,Zoom123,Collection[4],3,4680,null,null,null,null
16976,00000000-0000-0000-0000-000038050000,Collection[25],Descriptor_Unit_Hybnerit_ZU232S,Unit_Hybnerit_ZU232S,True,True,null,89 : 18623 (True) - TAmmunition,3,6,DD90BBB73A9FBE04,HIBNERYT ZUR-23-2S,5,31,123,1,POL,1988,2,13,Collection[5],Collection[5],Collection[5],10,1,78 : 21334 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,Zoom123,Collection[4],3,4680,81 : 16975 (True) - TUniteAuSolDescriptor,null,null,null
16977,00000000-0007-0000-0000-000003040000,Collection[27],Descriptor_Unit_IBV_M80AI,Unit_IBV_M80AI,True,True,null,89 : 18623 (True) - TAmmunition,1,10,D3122417C84C0000,IBV M-80AI,2,29,109,1,YUG,1990,1,10,Collection[5],Collection[5],Collection[5],10,2,78 : 21342 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_ANZ,Collection[3],8,3380,81 : 17433 (True) - TUniteAuSolDescriptor,True,null,null
16978,00000000-0007-0000-0000-000004040000,Collection[24],Descriptor_Unit_ITO_78,Unit_ITO_78,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,2,0992791300000000,ITO 78,3,30,125,1,FIN,1978,2,6,Collection[5],Collection[5],Collection[5],10,2,78 : 21348 (True) - TUIResourceTexture,78 : 21349 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_HOL,Collection[6],1,1170,null,null,null,null
16979,00000000-0007-0000-0000-000005040000,Collection[27],Descriptor_Unit_ITO_79,Unit_ITO_79,True,True,null,89 : 18623 (True) - TAmmunition,3,8,0A92791300000000,ITO 79,5,30,123,1,FIN,1979,2,13,Collection[5],Collection[5],Collection[5],10,2,78 : 21357 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_HOL,Collection[2],3,3380,null,null,null,null
16980,00000000-0007-0000-0000-000006040000,Collection[25],Descriptor_Unit_ITO_86,Unit_ITO_86,True,True,null,89 : 18623 (True) - TAmmunition,3,8,4792791300000000,ITO 86,5,30,123,1,FIN,1986,2,13,Collection[5],Collection[5],Collection[5],10,2,78 : 21363 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_HOL,Collection[4],3,5200,null,null,null,null
16981,00000000-0007-0000-0000-000007040000,Collection[24],Descriptor_Unit_ITO_86M,Unit_ITO_86M,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,2,D79164DE04000000,ITO 86M,3,30,125,1,FIN,1995,1,6,Collection[5],Collection[5],Collection[5],10,2,78 : 21368 (True) - TUIResourceTexture,78 : 21369 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_HOL,Collection[6],1,1170,null,True,null,null
16982,00000000-0007-0000-0000-000008040000,Collection[25],Descriptor_Unit_ITO_90,Unit_ITO_90,True,True,null,89 : 18623 (True) - TAmmunition,1,2,8192791300000000,ITO 90,1,30,123,1,FIN,1990,2,13,Collection[5],Collection[5],Collection[5],10,null,78 : 21375 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_HOL,Collection[3],3,4160,81 : 16980 (True) - TUniteAuSolDescriptor,null,null,null
16983,00000000-0007-0000-0000-000009040000,Collection[27],Descriptor_Unit_ITO_96,Unit_ITO_96,True,True,0.05,89 : 18605 (True) - TAmmunition,3,14,8792791300000000,ITO 96,5,30,123,1,FIN,1993,1,13,Collection[5],Collection[5],Collection[5],10,1,78 : 21382 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_HOL,Collection[3],5,2600,81 : 16979 (True) - TUniteAuSolDescriptor,True,null,null
16984,00000000-0007-0000-0000-00000a040000,Collection[25],Descriptor_Unit_ITPSV_Marksman,Unit_ITPSV_Marksman,True,True,0.05,89 : 18623 (True) - TAmmunition,3,6,387C9B17D869DE04,ITPSV MARKSMAN,5,31,123,1,FIN,1992,1,13,Collection[5],Collection[5],Collection[5],10,1,78 : 21387 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_HOL,Collection[3],5,2600,81 : 16985 (True) - TUniteAuSolDescriptor,True,null,null
16985,00000000-0007-0000-0000-00000b040000,Collection[25],Descriptor_Unit_ITPSV_SU_57_2,Unit_ITPSV_SU_57_2,True,True,null,89 : 18623 (True) - TAmmunition,3,7,03627C1DD869DE04,ITPSV SU 57 2,5,31,123,1,FIN,1960,2,13,Collection[5],Collection[5],Collection[5],10,null,78 : 21392 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_HOL,Collection[3],5,2600,null,null,null,null
16986,00000000-0000-0000-0000-000039050000,Collection[27],Descriptor_Unit_I_Hawk_JAP,Unit_I_Hawk_JAP,True,True,null,89 : 18605 (True) - TAmmunition,3,8,DA42C1BC294D0000,KAIRYOU HAWK,5,30,123,null,JAP,1975,2,13,Collection[5],Collection[5],Collection[5],10,2,78 : 21399 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_RDA,Collection[5],5,1820,null,null,null,null
16987,00000000-0000-0000-0000-00003a050000,Collection[25],Descriptor_Unit_Ikv_103,Unit_Ikv_103,True,True,-0.05,89 : 18623 (True) - TAmmunition,1,84,4420ECF004000000,IKV 103,3,23,101,null,SWE,1953,2,8,Collection[5],Collection[5],Collection[5],10,1,78 : 21405 (True) - TUIResourceTexture,null,TextureType_TextureAnimationUnitIcone_Asynchrone,Collection[4],5,2340,null,null,null,null
16988,00000000-0003-0000-0000-0000f3030000,Collection[25],Descriptor_Unit_Ikv_105,Unit_Ikv_105,True,True,null,89 : 18623 (True) - TAmmunition,1,10,4620ECF004000000,IKV 105,3,22,101,null,SWE,1990,1,8,Collection[5],Collection[5],Collection[5],10,1,78 : 21411 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,TextureType_TextureAnimationUnitIcone_Asynchrone,Collection[4],8,3380,81 : 16989 (True) - TUniteAuSolDescriptor,True,null,null
16989,00000000-0000-0000-0000-00003b050000,Collection[25],Descriptor_Unit_Ikv_91,Unit_Ikv_91,True,True,null,89 : 18623 (True) - TAmmunition,1,10,82B2C31300000000,IKV 91,3,22,101,null,SWE,1975,2,8,Collection[5],Collection[5],Collection[5],10,1,78 : 21416 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,TextureType_TextureAnimationUnitIcone_Asynchrone,Collection[4],8,3380,null,null,null,null
16990,00000000-0003-0000-0000-0000f4030000,Collection[24],Descriptor_Unit_Ildstottegruppe90_DK,Unit_Ildstottegruppe90_DK,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,8142E7781A4F0000,ILDSTOTTEGRUPPE 85,3,33,125,null,DAN,1985,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21422 (True) - TUIResourceTexture,78 : 21423 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_US,Collection[4],1,1560,null,null,null,null
16991,00000000-0003-0000-0000-0000f5030000,Collection[24],Descriptor_Unit_Ildstottegruppe_DK,Unit_Ildstottegruppe_DK,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,AC9AE7748EA7F104,ILDSTOTTEGRUPPE,3,33,125,null,DAN,1975,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 21428 (True) - TUIResourceTexture,78 : 21429 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_US,Collection[4],1,1560,null,null,null,null
