[ID],DescriptorId,Modules,_ShortDatabaseName,ClassNameForDebug,StickToGround,HitRollSizeModifier,NameInMenuToken,Category,TypeForAcknow,MotherCountry,MaxPacks,Factory,ProductionPrice,MaxDeployableAmount,ShowInMenu,TextureForInterface,TextureMotherCountryForInterface,UnitTypeTokens,Nationalite,Key,WorldIndex,UnitMovingType
45242,00000000-0000-0000-0300-000075050000,Collection[8],Descriptor_Company_Kamaz_ZU_32_2,Company_Kamaz_ZU_32_2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45246,00000000-0001-0000-0300-0000f2030000,Collection[9],Descriptor_Company_Kampfschwimmer,Company_Kampfschwimmer,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45252,00000000-0000-0000-0300-000076050000,Collection[8],Descriptor_Company_Kanonjagdpanzer,Company_Kanonjagdpanzer,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45257,00000000-0005-0000-0300-000001040000,Collection[8],Descriptor_Company_Kardom,Company_Kardom,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45261,00000000-0000-0000-0300-000077050000,Collection[8],Descriptor_Company_Koksan_NK,Company_Koksan_NK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45266,00000000-0000-0000-0300-000078050000,Collection[8],Descriptor_Company_Kolos,Company_Kolos,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45269,00000000-0007-0000-0300-000010040000,Collection[9],Descriptor_Company_Komandno_odeljenje,Company_Komandno_odeljenje,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45275,00000000-0000-0000-0300-000079050000,Collection[9],Descriptor_Company_Komandosi,Company_Komandosi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45281,00000000-0007-0000-0300-000011040000,Collection[9],Descriptor_Company_Komentojoukkue,Company_Komentojoukkue,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45287,00000000-0000-0000-0300-00007a050000,Collection[9],Descriptor_Company_Kommando_Aufklarer,Company_Kommando_Aufklarer,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45293,00000000-0001-0000-0300-0000f3030000,Collection[9],Descriptor_Company_KonkursM_cz,Company_KonkursM_cz,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45299,00000000-0001-0000-0300-0000f4030000,Collection[9],Descriptor_Company_Konkurs_POL,Company_Konkurs_POL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45305,00000000-0000-0000-0300-00007b050000,Collection[9],Descriptor_Company_Konkurs_cz,Company_Konkurs_cz,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45311,00000000-0004-0000-0300-0000f7030000,Collection[9],Descriptor_Company_Korps_Mariniers_95_NL,Company_Korps_Mariniers_95_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45317,00000000-0004-0000-0300-0000f8030000,Collection[9],Descriptor_Company_Korps_Mariniers_NL,Company_Korps_Mariniers_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45323,00000000-0000-0000-0300-00007c050000,Collection[8],Descriptor_Company_Kpz_T55A,Company_Kpz_T55A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45328,00000000-0000-0000-0300-00007d050000,Collection[8],Descriptor_Company_Kpz_T55AM1B,Company_Kpz_T55AM1B,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45333,00000000-0000-0000-0300-00007e050000,Collection[8],Descriptor_Company_Kpz_T55AM2B,Company_Kpz_T55AM2B,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45339,00000000-0000-0000-0300-00007f050000,Collection[8],Descriptor_Company_Kpz_T72,Company_Kpz_T72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45344,00000000-0000-0000-0300-000080050000,Collection[8],Descriptor_Company_Kpz_T72G,Company_Kpz_T72G,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45349,00000000-0000-0000-0300-000081050000,Collection[8],Descriptor_Company_Kpz_T72M,Company_Kpz_T72M,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45355,00000000-0000-0000-0300-000082050000,Collection[8],Descriptor_Company_Kpz_T72M1,Company_Kpz_T72M1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45361,00000000-0001-0000-0300-0000f5030000,Collection[8],Descriptor_Company_KubM4_CZ,Company_KubM4_CZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45366,00000000-0000-0000-0300-000083050000,Collection[9],Descriptor_Company_Kustjaegarna,Company_Kustjaegarna,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45372,00000000-0003-0000-0300-0000f7030000,Collection[9],Descriptor_Company_Kustjaegarna_90,Company_Kustjaegarna_90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45378,00000000-0000-0000-0300-000084050000,Collection[8],Descriptor_Company_Kyu_106mm_JAP,Company_Kyu_106mm_JAP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45382,00000000-0000-0000-0300-000085050000,Collection[8],Descriptor_Company_Kyu_Chu_MAT_JAP,Company_Kyu_Chu_MAT_JAP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45386,00000000-0000-0000-0300-000086050000,Collection[8],Descriptor_Company_Kyu_JAP,Company_Kyu_JAP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45389,00000000-0000-0000-0300-000087050000,Collection[8],Descriptor_Company_Kyu_Jyu_MAT_JAP,Company_Kyu_Jyu_MAT_JAP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45393,00000000-0000-0000-0300-000088050000,Collection[8],Descriptor_Company_Kyu_M2_JAP,Company_Kyu_M2_JAP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45397,00000000-0000-0000-0300-000089050000,Collection[8],Descriptor_Company_Kyu_MAT_JAP,Company_Kyu_MAT_JAP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45402,00000000-0000-0000-0300-00008a050000,Collection[9],Descriptor_Company_LAAD_Blowpipe,Company_LAAD_Blowpipe,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45408,00000000-0000-0000-0300-00008b050000,Collection[9],Descriptor_Company_LAAD_Redeye,Company_LAAD_Redeye,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45414,00000000-0000-0000-0300-00008c050000,Collection[9],Descriptor_Company_LAAD_Stinger,Company_LAAD_Stinger,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45420,00000000-0000-0000-0300-00008d050000,Collection[9],Descriptor_Company_LAAD_StingerC,Company_LAAD_StingerC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45426,00000000-0003-0000-0300-0000f8030000,Collection[8],Descriptor_Company_LARO_TOW2,Company_LARO_TOW2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45430,00000000-0000-0000-0300-00008e050000,Collection[8],Descriptor_Company_LARS,Company_LARS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45434,00000000-0000-0000-0300-00008f050000,Collection[8],Descriptor_Company_LARS_2,Company_LARS_2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45438,00000000-0005-0000-0300-000002040000,Collection[8],Descriptor_Company_LAR_160,Company_LAR_160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45442,00000000-0000-0000-0300-000090050000,Collection[8],Descriptor_Company_LAV_25,Company_LAV_25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45447,00000000-0000-0000-0300-000091050000,Collection[8],Descriptor_Company_LAV_25_Scout,Company_LAV_25_Scout,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45452,00000000-0000-0000-0300-000092050000,Collection[8],Descriptor_Company_LAV_AT_US,Company_LAV_AT_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45457,00000000-0000-0000-0300-000093050000,Collection[8],Descriptor_Company_LAV_C2_US,Company_LAV_C2_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45461,00000000-0000-0000-0300-000094050000,Collection[8],Descriptor_Company_LAV_M,Company_LAV_M,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45466,00000000-0000-0000-0300-000095050000,Collection[8],Descriptor_Company_LO_1800_FASTA_4,Company_LO_1800_FASTA_4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45470,00000000-0007-0000-0300-000012040000,Collection[9],Descriptor_Company_LPS_PVO_Silo,Company_LPS_PVO_Silo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45476,00000000-0007-0000-0300-000013040000,Collection[9],Descriptor_Company_LPS_PVO_Strela_2,Company_LPS_PVO_Strela_2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45482,00000000-0000-0000-0300-000096050000,Collection[8],Descriptor_Company_LRPV_Perentie_ANZ,Company_LRPV_Perentie_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45487,00000000-0000-0000-0300-000097050000,Collection[8],Descriptor_Company_LRPV_Rover_ANZ,Company_LRPV_Rover_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45492,00000000-0001-0000-0300-0000f6030000,Collection[9],Descriptor_Company_LSTR,Company_LSTR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45498,00000000-0007-0000-0300-000014040000,Collection[8],Descriptor_Company_LT_M80A_POLO,Company_LT_M80A_POLO,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45503,00000000-0004-0000-0300-0000f9030000,Collection[9],Descriptor_Company_LVT4_NL,Company_LVT4_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45509,00000000-0000-0000-0300-000098050000,Collection[9],Descriptor_Company_LVTP_7,Company_LVTP_7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45513,00000000-0000-0000-0300-000099050000,Collection[9],Descriptor_Company_LVTP_7A1,Company_LVTP_7A1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45518,00000000-0000-0000-0300-00009a050000,Collection[9],Descriptor_Company_LVTP_7_ROK,Company_LVTP_7_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45522,00000000-0000-0000-0300-00009b050000,Collection[9],Descriptor_Company_LVT_4_ROK,Company_LVT_4_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45528,00000000-0005-0000-0300-000003040000,Collection[8],Descriptor_Company_Laish,Company_Laish,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45533,00000000-0000-0000-0300-00009c050000,Collection[8],Descriptor_Company_Land_Rover_S3,Company_Land_Rover_S3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45536,00000000-0000-0000-0300-00009d050000,Collection[8],Descriptor_Company_Land_Rover_S3_UK,Company_Land_Rover_S3_UK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45539,00000000-0000-0000-0300-00009e050000,Collection[8],Descriptor_Company_Leclerc_FR,Company_Leclerc_FR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45545,00000000-0000-0000-0300-00009f050000,Collection[9],Descriptor_Company_Legion,Company_Legion,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45551,00000000-0000-0000-0300-0000a0050000,Collection[9],Descriptor_Company_Legion_FAMAS,Company_Legion_FAMAS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45557,00000000-0001-0000-0300-0000f7030000,Collection[9],Descriptor_Company_Lehka_Pechota,Company_Lehka_Pechota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45563,00000000-0000-0000-0300-0000a1050000,Collection[9],Descriptor_Company_LeichteSchutzen,Company_LeichteSchutzen,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45569,00000000-0000-0000-0300-0000a2050000,Collection[8],Descriptor_Company_Leopard_1_A1,Company_Leopard_1_A1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45574,00000000-0000-0000-0300-0000a3050000,Collection[8],Descriptor_Company_Leopard_1_A2,Company_Leopard_1_A2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45580,00000000-0000-0000-0300-0000a4050000,Collection[8],Descriptor_Company_Leopard_1_A3,Company_Leopard_1_A3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45585,00000000-0000-0000-0300-0000a5050000,Collection[8],Descriptor_Company_Leopard_1_A4,Company_Leopard_1_A4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45590,00000000-0000-0000-0300-0000a6050000,Collection[8],Descriptor_Company_Leopard_1_A5,Company_Leopard_1_A5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45596,00000000-0000-0000-0300-0000a7050000,Collection[8],Descriptor_Company_Leopard_2,Company_Leopard_2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45602,00000000-0000-0000-0300-0000a8050000,Collection[8],Descriptor_Company_Leopard_2_A1,Company_Leopard_2_A1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45608,00000000-0000-0000-0300-0000a9050000,Collection[8],Descriptor_Company_Leopard_2_A4,Company_Leopard_2_A4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45614,00000000-0004-0000-0300-0000fa030000,Collection[8],Descriptor_Company_Leopard1V_NL,Company_Leopard1V_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45619,00000000-0004-0000-0300-0000fb030000,Collection[8],Descriptor_Company_Leopard1_Cmd_NL,Company_Leopard1_Cmd_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45624,00000000-0004-0000-0300-0000fc030000,Collection[8],Descriptor_Company_Leopard1_NL,Company_Leopard1_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45629,00000000-0004-0000-0300-0000fd030000,Collection[8],Descriptor_Company_Leopard1_Reco_NL,Company_Leopard1_Reco_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45634,00000000-0004-0000-0300-0000fe030000,Collection[8],Descriptor_Company_Leopard2A1_NL,Company_Leopard2A1_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45639,00000000-0004-0000-0300-0000ff030000,Collection[8],Descriptor_Company_Leopard2A4_NL,Company_Leopard2A4_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45644,00000000-0004-0000-0300-000000040000,Collection[8],Descriptor_Company_Leopard2A5_NL,Company_Leopard2A5_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45650,00000000-0003-0000-0300-0000f9030000,Collection[8],Descriptor_Company_Leopard_1A5DK,Company_Leopard_1A5DK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45655,00000000-0003-0000-0300-0000fa030000,Collection[8],Descriptor_Company_Leopard_1A5NO,Company_Leopard_1A5NO,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45660,00000000-0003-0000-0300-0000fb030000,Collection[8],Descriptor_Company_Leopard_1A5NO2,Company_Leopard_1A5NO2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45666,00000000-0000-0000-0300-0000aa050000,Collection[8],Descriptor_Company_Leopard_1_A1_NO,Company_Leopard_1_A1_NO,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45672,00000000-0000-0000-0300-0000ab050000,Collection[8],Descriptor_Company_Leopard_1_DK,Company_Leopard_1_DK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45677,00000000-0000-0000-0300-0000ac050000,Collection[8],Descriptor_Company_Leopard_1_NO,Company_Leopard_1_NO,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45682,00000000-0000-0000-0300-0000ad050000,Collection[8],Descriptor_Company_Leopard_2A5,Company_Leopard_2A5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45687,00000000-0000-0000-0300-0000ae050000,Collection[8],Descriptor_Company_Leopard_AS1_1976_ANZ,Company_Leopard_AS1_1976_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45692,00000000-0000-0000-0300-0000af050000,Collection[8],Descriptor_Company_Leopard_AS1_1982_ANZ,Company_Leopard_AS1_1982_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45697,00000000-0000-0000-0300-0000b0050000,Collection[8],Descriptor_Company_Leopard_AS1_1985_ANZ,Company_Leopard_AS1_1985_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45702,00000000-0000-0000-0300-0000b1050000,Collection[8],Descriptor_Company_Leopard_C1,Company_Leopard_C1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45707,00000000-0000-0000-0300-0000b2050000,Collection[9],Descriptor_Company_Livgarde,Company_Livgarde,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45713,00000000-0003-0000-0300-0000fc030000,Collection[9],Descriptor_Company_Livgarde_90,Company_Livgarde_90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45719,00000000-0003-0000-0300-0000fd030000,Collection[8],Descriptor_Company_Lvkv_90,Company_Lvkv_90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45723,00000000-0000-0000-0300-0000b3050000,Collection[8],Descriptor_Company_Lvkv_fm43,Company_Lvkv_fm43,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45727,00000000-0000-0000-0300-0000b4050000,Collection[8],Descriptor_Company_Lvrbv_701,Company_Lvrbv_701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45732,00000000-0000-0000-0300-0000b5050000,Collection[8],Descriptor_Company_M1025_Humvee,Company_M1025_Humvee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45736,00000000-0000-0000-0300-0000b6050000,Collection[8],Descriptor_Company_M1025_Humvee_GAU,Company_M1025_Humvee_GAU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45740,00000000-0000-0000-0300-0000b7050000,Collection[8],Descriptor_Company_M1025_Humvee_Mk19,Company_M1025_Humvee_Mk19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45744,00000000-0004-0000-0300-000001040000,Collection[8],Descriptor_Company_M106A1_NL,Company_M106A1_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45749,00000000-0000-0000-0300-0000b8050000,Collection[8],Descriptor_Company_M106_A1,Company_M106_A1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45754,00000000-0000-0000-0300-0000b9050000,Collection[8],Descriptor_Company_M106_A2,Company_M106_A2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45759,00000000-0004-0000-0300-000002040000,Collection[8],Descriptor_Company_M107_NL,Company_M107_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45763,00000000-0000-0000-0300-0000ba050000,Collection[8],Descriptor_Company_M108_ANZ,Company_M108_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45768,00000000-0000-0000-0300-0000bb050000,Collection[8],Descriptor_Company_M109,Company_M109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45773,00000000-0000-0000-0300-0000bc050000,Collection[8],Descriptor_Company_M1097_Avenger,Company_M1097_Avenger,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45778,00000000-0000-0000-0300-0000bd050000,Collection[8],Descriptor_Company_M109A2_ROK,Company_M109A2_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45783,00000000-0000-0000-0300-0000be050000,Collection[8],Descriptor_Company_M109A3GA1,Company_M109A3GA1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45788,00000000-0003-0000-0300-0000fe030000,Collection[8],Descriptor_Company_M109A3GN,Company_M109A3GN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45793,00000000-0004-0000-0300-000003040000,Collection[8],Descriptor_Company_M109A3_NL,Company_M109A3_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45798,00000000-0004-0000-0300-000004040000,Collection[8],Descriptor_Company_M109A5_NL,Company_M109A5_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45803,00000000-0000-0000-0300-0000bf050000,Collection[8],Descriptor_Company_M109G,Company_M109G,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45808,00000000-0000-0000-0300-0000c0050000,Collection[8],Descriptor_Company_M109_A2,Company_M109_A2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45813,00000000-0000-0000-0300-0000c1050000,Collection[8],Descriptor_Company_M109_A3,Company_M109_A3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45818,00000000-0000-0000-0300-0000c2050000,Collection[8],Descriptor_Company_M109_A6_Paladin,Company_M109_A6_Paladin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45823,00000000-0000-0000-0300-0000c3050000,Collection[8],Descriptor_Company_M109_Howitzer,Company_M109_Howitzer,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45828,00000000-0000-0000-0300-0000c4050000,Collection[8],Descriptor_Company_M110A2_Howitzer,Company_M110A2_Howitzer,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45832,00000000-0000-0000-0300-0000c5050000,Collection[8],Descriptor_Company_M110A2_JAP,Company_M110A2_JAP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45836,00000000-0004-0000-0300-000005040000,Collection[8],Descriptor_Company_M110A2_NL,Company_M110A2_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45840,00000000-0000-0000-0300-0000c6050000,Collection[8],Descriptor_Company_M110A2_RA,Company_M110A2_RA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45844,00000000-0000-0000-0300-0000c7050000,Collection[8],Descriptor_Company_M110_Howitzer,Company_M110_Howitzer,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45848,00000000-0000-0000-0300-0000c8050000,Collection[8],Descriptor_Company_M110_JAP,Company_M110_JAP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45852,00000000-0000-0000-0300-0000c9050000,Collection[8],Descriptor_Company_M110_RA,Company_M110_RA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45856,00000000-0000-0000-0300-0000ca050000,Collection[9],Descriptor_Company_M113,Company_M113,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45860,00000000-0000-0000-0300-0000cb050000,Collection[9],Descriptor_Company_M113A1_3030_ANZ,Company_M113A1_3030_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45864,00000000-0000-0000-0300-0000cc050000,Collection[9],Descriptor_Company_M113A1_3050_ANZ,Company_M113A1_3050_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45869,00000000-0000-0000-0300-0000cd050000,Collection[8],Descriptor_Company_M113A1_CP,Company_M113A1_CP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45873,00000000-0000-0000-0300-0000ce050000,Collection[9],Descriptor_Company_M113A1_Dragon,Company_M113A1_Dragon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45879,00000000-0000-0000-0300-0000cf050000,Collection[8],Descriptor_Company_M113A1_FSV_ANZ,Company_M113A1_FSV_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45883,00000000-0000-0000-0300-0000d0050000,Collection[9],Descriptor_Company_M113A1_LRV_ANZ,Company_M113A1_LRV_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45888,00000000-0000-0000-0300-0000d1050000,Collection[8],Descriptor_Company_M113A1_MRV_ANZ,Company_M113A1_MRV_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45893,00000000-0004-0000-0300-000006040000,Collection[9],Descriptor_Company_M113A1_NL,Company_M113A1_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45897,00000000-0000-0000-0300-0000d2050000,Collection[8],Descriptor_Company_M113A1_TOW,Company_M113A1_TOW,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45901,00000000-0000-0000-0300-0000d3050000,Collection[9],Descriptor_Company_M113A1_minigun,Company_M113A1_minigun,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45905,00000000-0000-0000-0300-0000d4050000,Collection[9],Descriptor_Company_M113A2,Company_M113A2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45909,00000000-0000-0000-0300-0000d5050000,Collection[9],Descriptor_Company_M113A3,Company_M113A3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45913,00000000-0003-0000-0300-0000ff030000,Collection[9],Descriptor_Company_M113A3_DK,Company_M113A3_DK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45917,00000000-0000-0000-0300-0000d6050000,Collection[9],Descriptor_Company_M113A3_Super_Dragon_US,Company_M113A3_Super_Dragon_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45923,00000000-0000-0000-0300-0000d7050000,Collection[9],Descriptor_Company_M113GA1,Company_M113GA1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45927,00000000-0000-0000-0300-0000d8050000,Collection[8],Descriptor_Company_M113_106mm_RR,Company_M113_106mm_RR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45931,00000000-0000-0000-0300-0000d9050000,Collection[9],Descriptor_Company_M113_ACAV,Company_M113_ACAV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45937,00000000-0000-0000-0300-0000da050000,Collection[8],Descriptor_Company_M113_ADATS,Company_M113_ADATS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45941,00000000-0000-0000-0300-0000db050000,Collection[8],Descriptor_Company_M113_CR_Lynx,Company_M113_CR_Lynx,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45945,00000000-0004-0000-0300-000007040000,Collection[8],Descriptor_Company_M113_CV_25_NL,Company_M113_CV_25_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45949,00000000-0004-0000-0300-000008040000,Collection[8],Descriptor_Company_M113_CV_NL,Company_M113_CV_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
